No,제목,학과,과정,년도,href,BERT_SCORE
92,좋은 기억으로 가득했던 UW,컴퓨터과학과,학부,2009-2010,/partner/expReport.asp?id=4279&page=8&bgbn=R,0
91,"University of Washington, Seattle ♥",심리/신방,학부,2009-2010,/partner/expReport.asp?id=4261&page=8&bgbn=R,1
90,"커피와 재즈가 있는 낭만적인 도시, Seattle",법학과,학부,2009,/partner/expReport.asp?id=4204&page=8&bgbn=R,1
89,나의 열정을 불태우는 최고의 무대 Seattle,경영학과,학부,2009,/partner/expReport.asp?id=4178&page=8&bgbn=R,1
88,씨애틀에서 보낸 6개월의 시간,영어영문학과,학부,2009,/partner/expReport.asp?id=4177&page=8&bgbn=R,1
87,스스로 나아가기,도시공학과,학부,2009,/partner/expReport.asp?id=4139&page=9&bgbn=R,0
86,나를 성장시킨 그 곳,정치외교학과,학부,2009,/partner/expReport.asp?id=4107&page=9&bgbn=R,1
85,잊지못할 추억의 U of W,건축공학과,학부,2009,/partner/expReport.asp?id=3862&page=9&bgbn=R,0
84,UW in Seattle,심리/경영,학부,2009,/partner/expReport.asp?id=3855&page=9&bgbn=R,1
83,벚꽃과 어우러진 자연이 아름다운 항구도시 시애틀,국어국문,학부,2009,/partner/expReport.asp?id=3831&page=9&bgbn=R,1
82,즐거웠던 UW,경영학과,학부,2009,/partner/expReport.asp?id=3817&page=9&bgbn=R,1
81,"평생 잊지 못할 소중한 시간들,",영어영문학과,학부,2009,/partner/expReport.asp?id=3813&page=9&bgbn=R,1
80,with coffee,경영학과,학부,2009,/partner/expReport.asp?id=3804&page=9&bgbn=R,0
79,유덥을 다녀와서,경영학과,학부,2009,/partner/expReport.asp?id=3799&page=9&bgbn=R,0
78,"특별한 낭만이 있는 도시 Seattle, 그리고 UW",경영학과,학부,2009,/partner/expReport.asp?id=3796&page=9&bgbn=R,1
77,항상 그리운 University of Washington,전기전자공학/경제학,학부,2009,/partner/expReport.asp?id=3792&page=10&bgbn=R,0
76,꿈,생명공학과,학부,2009,/partner/expReport.asp?id=3778&page=10&bgbn=R,0
75,다시돌아가고 싶은 그곳 Seattle,정보산업공학과,학부,2009,/partner/expReport.asp?id=3772&page=10&bgbn=R,1
74,솔직히 잠은 잘오는 시애틀,전기전자공학부,학부,2007~2008,/partner/expReport.asp?id=3331&page=10&bgbn=R,0
73,유덥,생물학과,학부,2007-2008,/partner/expReport.asp?id=3293&page=10&bgbn=R,0
72,"하늘이 아름다운 UW, Seattle",정치외교학과,학부,2007-2008,/partner/expReport.asp?id=3287&page=10&bgbn=R,1
71,Emerald City,심리학과,학부,2007-2008,/partner/expReport.asp?id=3249&page=10&bgbn=R,1
70,the very best,정치외교학과,학부,2005-2006,/partner/expReport.asp?id=3205&page=10&bgbn=R,1
69,"또 하나의 모교, University of Washington.",영어영문학/정치외교학,학부,2007-2008,/partner/expReport.asp?id=3201&page=10&bgbn=R,1
68,유덥에 다녀 왔습니다.,영어영문학과,학부,2007-2008,/partner/expReport.asp?id=3196&page=10&bgbn=R,0
67,조용한 도시 시애틀의 활기찬 학교 UW,영어영문/경영,학부,2007-2008,/partner/expReport.asp?id=3141&page=11&bgbn=R,1
66,꿈같이 지나간 UW에서의 9개월,중어중문/경영,학부,2007-2008,/partner/expReport.asp?id=3096&page=11&bgbn=R,1
65,UDUB 에서의 9개월,화학공학과/경영학과,학부,2007-2008,/partner/expReport.asp?id=3092&page=11&bgbn=R,1
64,"순간순간이 소중했던 UW, Seattle",경영학과,학부,2007-2007,/partner/expReport.asp?id=3043&page=11&bgbn=R,1
63,UW and the Emerald City,경영학과/경제,학부,2006-2007,/partner/expReport.asp?id=2953&page=11&bgbn=R,1
62,나도 모르게 훌쩍 커버린 씨애틀에서의 1년,경영학과,학부,2006-2007,/partner/expReport.asp?id=2905&page=11&bgbn=R,1
61,"University of Washington, Seattle",경영학과,학부,2006-2007,/partner/expReport.asp?id=2783&page=11&bgbn=R,1
60,유덥,경영,학부,2006-2007,/partner/expReport.asp?id=2779&page=11&bgbn=R,0
59,"시애틀, 이토록 그리울 줄 몰랐던",사회학과,학부,2006-2007,/partner/expReport.asp?id=2776&page=11&bgbn=R,1
58,University of Washington 경험보고서,문헌정보학과,학부,2006-2007,/partner/expReport.asp?id=2773&page=11&bgbn=R,0
57,UW,경영학과,학부,2006-2007,/partner/expReport.asp?id=2771&page=12&bgbn=R,1
56,유덥과 시애틀,경영학과,학부,2006-2007,/partner/expReport.asp?id=2767&page=12&bgbn=R,1
55,"언제나 기억될 그곳, UW.",경영학과,학부,2006-2007,/partner/expReport.asp?id=2761&page=12&bgbn=R,1
54,"한적하고 아름다운 곳, 시애틀.",응용통계/경영,학부,2005-2006,/partner/expReport.asp?id=2749&page=12&bgbn=R,1
53,UW 100배 즐기기 :-),경영학과,학부,2006-2007,/partner/expReport.asp?id=2748&page=12&bgbn=R,1
52,"UW, Seattle 에서의 1년을 기억하며.",경영학과,학부,2006-2007,/partner/expReport.asp?id=2674&page=12&bgbn=R,1
51,UW - one of the best choices in my life,경영학과,학부,2006-2007,/partner/expReport.asp?id=2637&page=12&bgbn=R,1
50,시애틀 시애틀 시애틀.,정치외교학과,학부,2005-2006,/partner/expReport.asp?id=2450&page=12&bgbn=R,1
49,"자아를 발견하고 성장시키는 공간, 시애틀을 찾아서.",경영학과,학부,2005-2006,/partner/expReport.asp?id=2297&page=12&bgbn=R,1
48,잊지못할 UW에서의 추억,영어영문학과,학부,2005-2006,/partner/expReport.asp?id=2260&page=12&bgbn=R,1
47,Sleepless in Seattle,경영학과,학부,2005-2006,/partner/expReport.asp?id=2241&page=13&bgbn=R,0
46,"인생의 터닝포인트, UW에서의 1년",경영학과,학부,2005-2006,/partner/expReport.asp?id=2212&page=13&bgbn=R,1
45,"University of Washington, Seattle",상경대학 경제학과,학부,2005-2006,/partner/expReport.asp?id=2185&page=13&bgbn=R,1
44,기억속의 시애틀,경영학과,학부,2005-2006,/partner/expReport.asp?id=2151&page=13&bgbn=R,1
43,"마음 한 구석에 크게 자리 잡은 그 곳, 유덥.",정보산업공학과,학부,2005-2006,/partner/expReport.asp?id=2146&page=13&bgbn=R,1
42,"잊지 못 할 그 곳, 그 시간",경영학과,학부,2005-2006,/partner/expReport.asp?id=2133&page=13&bgbn=R,1
41,"소중한 추억이 살아 숨쉬는 곳, UW을 소개합니다.",경영학과,학부,2005-2006,/partner/expReport.asp?id=2059&page=13&bgbn=R,1
40,UDUB,노어노문/신문방송,학부,2004-2005,/partner/expReport.asp?id=2022&page=13&bgbn=R,1
39,내겐 정말 특별했던 UW에서의 1년,신문방송학과,학부,2004-2005,/partner/expReport.asp?id=2007&page=13&bgbn=R,1
38,"UW에서의 1년, 더 큰 세상을 경험하다. ^-^",경영학과,학부,2004-2005,/partner/expReport.asp?id=2002&page=13&bgbn=R,1
37,University of Washington,심리,학부,2004-2005,/partner/expReport.asp?id=1957&page=14&bgbn=R,1
36,University of Washington 에서의 일년.,경영학과,학부,2004-2005,/partner/expReport.asp?id=1908&page=14&bgbn=R,1
35,University of Washington,영어영문학과,학부,2004-2005,/partner/expReport.asp?id=1863&page=14&bgbn=R,1
34,Unforgettable life at UW,영어영문/경영,학부,2004-2005,/partner/expReport.asp?id=1857&page=14&bgbn=R,1
33,University of Washington,생명공학과,학부,2004-2005,/partner/expReport.asp?id=1855&page=14&bgbn=R,1
32,"Univ. of Washington ""U-DUB""",생화학과,학부,2004-2005,/partner/expReport.asp?id=1750&page=14&bgbn=R,0
31,University of Washington,정치외교학과,학부,2004-2005,/partner/expReport.asp?id=1725&page=14&bgbn=R,1
30,University of Washington in Seattle,문과대학 심리학과,학부,2004-2005,/partner/expReport.asp?id=1722&page=14&bgbn=R,1
29,2004~2005 University of Washington,영어영문과,학부,2004-2005,/partner/expReport.asp?id=1699&page=14&bgbn=R,1
28,Univesity of Washington,상경계열,학부,2003-2004,/partner/expReport.asp?id=1557&page=14&bgbn=R,1
27,University of Washington,,학부,2003-2004,/partner/expReport.asp?id=1521&page=15&bgbn=R,1
26,University of Washington,신문방송학과,학부,2003-2004,/partner/expReport.asp?id=1437&page=15&bgbn=R,1
25,University of Washington,컴퓨터·산업공학전공,학부,2003-2004,/partner/expReport.asp?id=1243&page=15&bgbn=R,1
24,University of Washington,경제학전공,학부,2003-2004,/partner/expReport.asp?id=1226&page=15&bgbn=R,1
23,University of Washington,영어영문학전공,학부,2003-2004,/partner/expReport.asp?id=1202&page=15&bgbn=R,1
22,University of Washington - 조나은,경영학전공,학부,2003-2004,/partner/expReport.asp?id=1192&page=15&bgbn=R,1
21,University of Washington에서의 1년,정치외교학과,학부,2003-2004,/partner/expReport.asp?id=1190&page=15&bgbn=R,0
20,U of Wash. - 박보람,생명공학전공,학부,2003-2004,/partner/expReport.asp?id=1188&page=15&bgbn=R,0
19,University of Washington-장혜선,경영학전공,학부,2003-2004,/partner/expReport.asp?id=1172&page=15&bgbn=R,1
18,U of Washington - 이신우,사학전공,학부,2002-2003,/partner/expReport.asp?id=998&page=15&bgbn=R,1
17,UW 경험보고서,영어영문학전공,학부,2002-2003,/partner/expReport.asp?id=876&page=16&bgbn=R,1
16,University of Washington-윤지원,심리학전공,학부,2002-2003,/partner/expReport.asp?id=875&page=16&bgbn=R,1
15,University of Washington,경영학전공,학부,2002-2003,/partner/expReport.asp?id=874&page=16&bgbn=R,1
14,UDUB,정치외교학과,학부,2002-2003,/partner/expReport.asp?id=866&page=16&bgbn=R,1
13,U of Washington - 최우성,경영학전공,학부,2001-2002,/partner/expReport.asp?id=592&page=16&bgbn=R,1
12,U of Washington - 김미영,영어영문학전공,학부,2001-2002,/partner/expReport.asp?id=566&page=16&bgbn=R,1
11,U of Washington - 김수현,영어영문학전공,학부,2001-2002,/partner/expReport.asp?id=562&page=16&bgbn=R,1
10,U of Washington - 지효미,경영학전공,학부,2001,/partner/expReport.asp?id=504&page=16&bgbn=R,1
9,U of Washinton - 신정현,상경계열,학부,2001,/partner/expReport.asp?id=486&page=16&bgbn=R,1
8,U of Washington-안재훈,경영학전공,학부,2000,/partner/expReport.asp?id=204&page=16&bgbn=R,1
7,U of Washington-정대식,사회학전공,학부,2000,/partner/expReport.asp?id=203&page=17&bgbn=R,1
6,U of Washington-김태희,상경대학,학부,2000,/partner/expReport.asp?id=199&page=17&bgbn=R,1
5,U of Washington-한혜원,영어영문학전공,학부,1999-2000,/partner/expReport.asp?id=150&page=17&bgbn=R,1
4,U of Washington-갈민정,인문학부,학부,1999-2000,/partner/expReport.asp?id=146&page=17&bgbn=R,0
3,U of Washington-김진수,신문방송학과,학부,1998-1999,/partner/expReport.asp?id=94&page=17&bgbn=R,1
2,U of Washington-정효진,사회복지학과,학부,1998-1999,/partner/expReport.asp?id=80&page=17&bgbn=R,1
1,U of Washington-정기창,대학원,대학원,1999,/partner/expReport.asp?id=79&page=17&bgbn=R,1
