No,제목,학과,과정,년도,href,BERT_SCORE
89,"자연과 공존하는 학교, 학생들을 위한 학교 UIUC",영어영문과,학부,2015,/partner/expReport.asp?id=11921&page=3&bgbn=R,1
88,건축학 UIUC,건축학,학부,2013-2014,/partner/expReport.asp?id=10745&page=3&bgbn=R,1
87,건축학관련 UIUC,건축학과,학부,2013-2014,/partner/expReport.asp?id=10741&page=4&bgbn=R,1
86,대학생활 in UIUC,응용통계학과,학부,2013,/partner/expReport.asp?id=6975&page=4&bgbn=R,1
85,UIUC에서의 한 학기,정치외교학/사학,학부,2013,/partner/expReport.asp?id=6890&page=4&bgbn=R,1
84,일리노이 좋아요,경영,학부,2012-2013,/partner/expReport.asp?id=6413&page=4&bgbn=R,1
83,정겹고 여유로운 UIUC에서의 1년 :),문과대 심리학과,학부,2012-2013,/partner/expReport.asp?id=6355&page=4&bgbn=R,0
82,UIUC에서 한 학기를 마치며,경영학과(응통 이중),학부,2012 2학기,/partner/expReport.asp?id=6052&page=4&bgbn=R,1
81,넓은 캠퍼스가 인상적인 UIUC,문과대학 심리학과,학부,2011-2012,/partner/expReport.asp?id=5625&page=4&bgbn=R,1
80,U of I 에서의 교환학생 1년,물리학과,학부,2011-2012,/partner/expReport.asp?id=5579&page=4&bgbn=R,0
79,"인생의 황금기였던 1년, 정말 그립습니다. ^^",신문방송학과,학부,2009-2010,/partner/expReport.asp?id=5126&page=4&bgbn=R,1
78,"마음의 고향, Urbana & Champaign",컴퓨터과학,학부,2009-2010,/partner/expReport.asp?id=4450&page=4&bgbn=R,1
77,U of I 잊을 수 없는 한학기,경영학과,학부,2010,/partner/expReport.asp?id=4311&page=5&bgbn=R,1
76,U of I 에서 한 학기,응용통계학과/경제학과,학부,2010,/partner/expReport.asp?id=4225&page=5&bgbn=R,1
75,일리노이에서의 두학기,불어불문학과,학부,2009-2010,/partner/expReport.asp?id=4222&page=5&bgbn=R,1
74,"작은 도시, 큰 대학",사회학과,학부,2009-2010,/partner/expReport.asp?id=4218&page=5&bgbn=R,1
73,"Hail to the Blue, Hail to the Orange",사학과,학부,2010,/partner/expReport.asp?id=4217&page=5&bgbn=R,1
72,잊지 못할 1년,정치외교학과/신문방송학과,학부,2009,/partner/expReport.asp?id=4134&page=5&bgbn=R,0
71,UIUC에서의 1년,영어영문/경영,학부,2009,/partner/expReport.asp?id=4119&page=5&bgbn=R,1
70,GO ILLINI!,영어영문학과,학부,2009,/partner/expReport.asp?id=4070&page=5&bgbn=R,1
69,UIUC에서의 한학기,생화학과,학부,2009,/partner/expReport.asp?id=4068&page=5&bgbn=R,1
68,1년이 하루처럼 at UIUC,영어영문학과,학부,2009,/partner/expReport.asp?id=4067&page=5&bgbn=R,1
67,UIUC에서의 일년,정치외교학과,학부,2009,/partner/expReport.asp?id=4014&page=6&bgbn=R,1
66,2009 at UIUC,경제학과,학부,2009,/partner/expReport.asp?id=3981&page=6&bgbn=R,1
65,UIUC에서의 꿈 같은 1년.,사회체육학과,학부,2006-2007,/partner/expReport.asp?id=3536&page=6&bgbn=R,1
64,U of I에서 보냈던 잊을 수 없는 1년 :),심리학과,학부,2008,/partner/expReport.asp?id=3406&page=6&bgbn=R,1
63,I.L.L.I.N.I.,영어영문학과,학부,2008,/partner/expReport.asp?id=3372&page=6&bgbn=R,1
62,저는 꼭 다시 갈 겁니다,심리학과,학부,2007-2008,/partner/expReport.asp?id=3144&page=6&bgbn=R,1
61,UIUC의 한학기,응용통계학과/경영학과,학부,2008,/partner/expReport.asp?id=3091&page=6&bgbn=R,1
60,내 생애 작은 turning point가 된 UIUC에서의 한 해,화학공학과,학부,2007-2008,/partner/expReport.asp?id=3090&page=6&bgbn=R,1
59,UIUC에서의 잊지 못할 1년,화학공학과,학부,2007-2008,/partner/expReport.asp?id=3086&page=6&bgbn=R,1
58,UIUC에서의 한 학기,신문방송학과,학부,2008,/partner/expReport.asp?id=3084&page=6&bgbn=R,1
57,U of I,경영학과,학부,2007-2008,/partner/expReport.asp?id=3080&page=7&bgbn=R,1
56,HOLA QUE TAL UIUC,심리학과/경영학과,학부,2007,/partner/expReport.asp?id=2996&page=7&bgbn=R,1
55,UIUC에서의 1년,경제학과,학부,2007,/partner/expReport.asp?id=2967&page=7&bgbn=R,1
54,UIUC에서의 소중한 추억,교육학과,학부,2007,/partner/expReport.asp?id=2954&page=7&bgbn=R,1
53,UIUC에서의 한학기,전기전자공학,학부,2007,/partner/expReport.asp?id=2942&page=7&bgbn=R,1
52,UIUC에서의 한학기.,영어영문학과,학부,2007,/partner/expReport.asp?id=2934&page=7&bgbn=R,1
51,GO ILLINI,행정학과,학부,2007,/partner/expReport.asp?id=2856&page=7&bgbn=R,1
50,UIUC에서 보낸 1년간의 잊혀지지 않을 꿈,천문우주학과,학부,2007,/partner/expReport.asp?id=2841&page=7&bgbn=R,1
49,"대학시절 최고의 추억, UIUC에서의 1년",생활디자인학과,학부,2006-2007,/partner/expReport.asp?id=2617&page=7&bgbn=R,1
48,또 한번의 도약,전기전자공학부,학부,2006-2007,/partner/expReport.asp?id=2589&page=7&bgbn=R,0
47,UIUC에 1년간 교환학생을 다녀온 뒤,사회학과,학부,2006,/partner/expReport.asp?id=2373&page=8&bgbn=R,0
46,UIUC에서의 1년,심리학과,학부,2006,/partner/expReport.asp?id=2351&page=8&bgbn=R,1
45,UIUC 경험보고서,경영학과/경제학과,학부,2006,/partner/expReport.asp?id=2345&page=8&bgbn=R,1
44,UIUC에서의 한학기.,영어영문학과,학부,2006,/partner/expReport.asp?id=2076&page=8&bgbn=R,1
43,내게 가장 특별했던 학기,정치외교학과,학부,2006,/partner/expReport.asp?id=2012&page=8&bgbn=R,1
42,UIUC에서의 1년,심리학과,학부,2005-2006,/partner/expReport.asp?id=2005&page=8&bgbn=R,1
41,"잊혀지지 않을 추억, UIUC",경영학과,학부,2005,/partner/expReport.asp?id=1821&page=8&bgbn=R,1
40,일리노이에서 교환학생을 마치고,도시공학과,학부,2004,/partner/expReport.asp?id=1818&page=8&bgbn=R,0
39,청정 캠퍼스에서의 높이뛰기,도시공학과,학부,2004-2005,/partner/expReport.asp?id=1782&page=8&bgbn=R,1
38,University of Illinois at Champaign-Urbana,상경대학 경제학과,학부,2004-2005,/partner/expReport.asp?id=1738&page=8&bgbn=R,1
37,경험보고서,불어불문학과,학부,2004,/partner/expReport.asp?id=1649&page=9&bgbn=R,1
36,직접 가서 보라.,정치외교학과,학부,2005,/partner/expReport.asp?id=1647&page=9&bgbn=R,1
35,UIUC에서의 한학기,영어영문학과,학부,2005,/partner/expReport.asp?id=1601&page=9&bgbn=R,1
34,University of Illinois at Urbana Chanpaign,건축공학과,학부,2004-2005,/partner/expReport.asp?id=1579&page=9&bgbn=R,1
33,경험보고서,자연과학부,학부,2005,/partner/expReport.asp?id=1577&page=9&bgbn=R,1
32,UIUC에서의 뜻 깊었던 한 해,중어중문학전공,학부,2004,/partner/expReport.asp?id=1508&page=9&bgbn=R,1
31,경험보고서,경영학전공,학부,2003-2004,/partner/expReport.asp?id=1351&page=9&bgbn=R,1
30,경험 보고서,경영학전공,학부,2003-2004,/partner/expReport.asp?id=1269&page=9&bgbn=R,1
29,교환학생을 다녀와서,심리학전공,학부,2003,/partner/expReport.asp?id=1197&page=9&bgbn=R,0
28,경험보고서,경영학전공,학부,2003,/partner/expReport.asp?id=1179&page=9&bgbn=R,1
27,경험보고서,경영학전공,학부,2003-2004,/partner/expReport.asp?id=1152&page=10&bgbn=R,1
26,UIUC 경험보고서,경제학전공,학부,2003,/partner/expReport.asp?id=1064&page=10&bgbn=R,1
25,UIUC 경험 보고서,기계공학전공,학부,2003,/partner/expReport.asp?id=1049&page=10&bgbn=R,0
24,경험보고서,영어영문학전공,학부,2003,/partner/expReport.asp?id=1014&page=10&bgbn=R,1
23,UIUC,심리학전공,학부,2002-2003,/partner/expReport.asp?id=968&page=10&bgbn=R,1
22,U of Illinois - 박윤선,영어영문학전공,학부,2002,/partner/expReport.asp?id=960&page=10&bgbn=R,1
21,경험보고서,중어중문학전공,학부,2003,/partner/expReport.asp?id=959&page=10&bgbn=R,1
20,경험 보고서,심리학전공,학부,2002-2003,/partner/expReport.asp?id=909&page=10&bgbn=R,1
19,경험 보고서,철학전공,학부,2002-2003,/partner/expReport.asp?id=877&page=10&bgbn=R,1
18,경험보고서,경영학전공,학부,,/partner/expReport.asp?id=847&page=10&bgbn=R,1
17,교환학생 경험 보고서,영어영문학전공,학부,2002,/partner/expReport.asp?id=740&page=11&bgbn=R,0
16,"U of Illinois, Urbana Champaign - 허동원",경영학전공,학부,1999-2000,/partner/expReport.asp?id=625&page=11&bgbn=R,0
15,"U of Illinois, Urbana Champaign - 류형주",금속시스템공학전공,학부,2001-2002,/partner/expReport.asp?id=546&page=11&bgbn=R,1
14,"U of Illinois, Urbana Champaign - 정은선",영어영문학전공,학부,2001-2001,/partner/expReport.asp?id=531&page=11&bgbn=R,1
13,"U of Illinois, Urbana Champaign - 유가영",신문방송학과,학부,2001,/partner/expReport.asp?id=529&page=11&bgbn=R,1
12,"U of Illinois, Urbana Chapaign - 허성욱",경영학전공,학부,2000-2001,/partner/expReport.asp?id=443&page=11&bgbn=R,1
11,"U of Illinois, Urbana Champaign - 이지선",신문방송학과,학부,2001,/partner/expReport.asp?id=442&page=11&bgbn=R,1
10,"U of Illinois, Urbana-Champaign -남궁영",식품영양전공,학부,2001,/partner/expReport.asp?id=336&page=11&bgbn=R,1
9,U of Illinois at Urbana-Champaign -임수연,상경계열,학부,2000-2001,/partner/expReport.asp?id=293&page=11&bgbn=R,1
8,U of Illinois-홍미화,인문학부,학부,2000,/partner/expReport.asp?id=224&page=11&bgbn=R,1
7,U of Illinois-조수현,영어영문학전공,학부,1999-2000,/partner/expReport.asp?id=159&page=12&bgbn=R,1
6,U of Illinois-이윤진,상경계열,학부,2000-2001,/partner/expReport.asp?id=130&page=12&bgbn=R,1
5,U of Illinois-하승남,영어영문학전공,학부,1999-2000,/partner/expReport.asp?id=116&page=12&bgbn=R,1
4,U of Illinois-강문영,영어영문학전공,학부,1999,/partner/expReport.asp?id=91&page=12&bgbn=R,1
3,U of Illinois at Urbana-Champaign-모은희,인문학부,학부,1998-1999,/partner/expReport.asp?id=56&page=12&bgbn=R,1
2,U of Illinois at Urbana-Champaign,영어영문학전공,학부,1998-1999,/partner/expReport.asp?id=49&page=12&bgbn=R,1
1,University of Illinoise-권은희,신문방송학과,학부,1998,/partner/expReport.asp?id=15&page=12&bgbn=R,1
