No,제목,학과,과정,년도,href,BERT_SCORE
30,대학생활 중 가장 잘 한 선택이었던 뮌헨공대 교환!!!!!!,문헌정보학과,학부,2017-2018,/partner/expReport.asp?id=14694&page=2&bgbn=R,1
29,뮌헨공대에서의 즐거웠던 한학기,에너지환경융합(EESE),학부,2017-2018,/partner/expReport.asp?id=14687&page=2&bgbn=R,1
28,여유로웠던 뮌헨에서의 꿈만 같았던 한 학기,UIC 생명과학공학과,학부,2017,/partner/expReport.asp?id=14288&page=2&bgbn=R,1
27,뮌헨공과대학교 경험보고서,에너지환경융합(EESE),학부,2017,/partner/expReport.asp?id=14286&page=3&bgbn=R,0
26,TUM 교환 보고서,경영학과,학부,2016-2017,/partner/expReport.asp?id=14278&page=3&bgbn=R,0
25,뮌헨공대 전자-정보공학과의 생활,전기전자공학,학부,2016-2017,/partner/expReport.asp?id=14204&page=3&bgbn=R,1
24,소중했던 뮌헨에서의 1년,UIC 테크노아트학부,학부,2016-2017,/partner/expReport.asp?id=14178&page=3&bgbn=R,0
23,뮌헨에서의 빛나는 추억,행정학과,학부,2015-2016,/partner/expReport.asp?id=14042&page=3&bgbn=R,1
22,"잊혀지지 않는 맥주의 도시, 뮌헨",기계공학부,학부,2016,/partner/expReport.asp?id=13434&page=3&bgbn=R,0
21,소중했던 독일에서의 교환생활,생명과학공학,학부,2015,/partner/expReport.asp?id=12847&page=3&bgbn=R,0
20,뮌헨에서의 자유로웠던 시간,경제학과,학부,2015,/partner/expReport.asp?id=12828&page=3&bgbn=R,1
19,뮌헨에 대한 생생한 정보,경영학과,학부,2015-2016,/partner/expReport.asp?id=12799&page=3&bgbn=R,1
18,자세히 보아야 예쁜 독일,심리학과,학부,2015,/partner/expReport.asp?id=12585&page=3&bgbn=R,0
17,휴학을 감행하고 선택한 교환학생,경영학과,학부,2015,/partner/expReport.asp?id=12369&page=4&bgbn=R,0
16,다시 가고 싶은 뮌헨,천문우주학과,학부,2014,/partner/expReport.asp?id=12368&page=4&bgbn=R,0
15,뮌헨에서의 잊지 못 할 추억,경영학과,학부,2014,/partner/expReport.asp?id=12163&page=4&bgbn=R,1
14,잊을수 없었던 기억,정보산업공학과,학부,2014-2015,/partner/expReport.asp?id=11964&page=4&bgbn=R,0
13,나는 뮌헨 공과 대학교 학생이었다!,환경공학부,학부,2014-2015,/partner/expReport.asp?id=11951&page=4&bgbn=R,1
12,나의 사랑 뮌헨,기계공학과,학부,2014,/partner/expReport.asp?id=11902&page=4&bgbn=R,1
11,다시 가고 싶은 뮌헨,생명공학과,학부,2014-2015,/partner/expReport.asp?id=11835&page=4&bgbn=R,0
10,뮌헨에 교환학생으로 간다면 이것 만큼은 꼭 알고가자!,경영학과,학부,2014-15,/partner/expReport.asp?id=10658&page=4&bgbn=R,1
9,꿈 같았던 뮌헨에서의 생활을 마치고,토목환경공학과,대학원,2013-2014,/partner/expReport.asp?id=7473&page=4&bgbn=R,1
8,모두가 다시 가고싶은 뮌헨을 떠올릴 수 있기를 바라며,전기전자공학과,학부,2014,/partner/expReport.asp?id=7472&page=4&bgbn=R,1
7,"처음 격어본 외국 생활, 외국 대학",화공생명공학과,학부,2013-2014,/partner/expReport.asp?id=7364&page=5&bgbn=R,0
6,TUM 교환학생을 마치고,컴퓨터과학과,학부,2013-2014,/partner/expReport.asp?id=7024&page=5&bgbn=R,0
5,TUM에서의 교환학생,독어독문학과,학부,2013-2014,/partner/expReport.asp?id=7021&page=5&bgbn=R,0
4,뮌헨공대 교환을 다녀와서,신소재공학과,학부,2013-2014,/partner/expReport.asp?id=6995&page=5&bgbn=R,0
3,뮌헨공과대학교 교환학생을 다녀와서,기계공학과,학부,2012-2013,/partner/expReport.asp?id=6630&page=5&bgbn=R,0
2,"교환학생, 다신 없을 감사한 생활!",화학과,학부,2013,/partner/expReport.asp?id=6586&page=5&bgbn=R,1
1,뮌헨 교환학생을 마치고,지구시스템과학과,학부,2012-2013,/partner/expReport.asp?id=6315&page=5&bgbn=R,0
