No,제목,학과,과정,년도,href,BERT_SCORE
41,UMASS 에서의 한학기,언론홍보영상학부,학부,2016,/partner/expReport.asp?id=13745&page=3&bgbn=R,1
40,소중한 친구들을 사귈 수 있었던 Umass에서의 한 학기,신문방송학과,학부,2015,/partner/expReport.asp?id=13215&page=3&bgbn=R,1
39,UMass에서의 한 학기,심리학과,학부,2016,/partner/expReport.asp?id=12910&page=3&bgbn=R,1
38,유매스에서의 한학기,아동가족학과,학부,2016,/partner/expReport.asp?id=12878&page=3&bgbn=R,1
37,한 학기 동안의 UMASS생활,심리학과,학부,2015,/partner/expReport.asp?id=12846&page=3&bgbn=R,0
36,더 넓은 세상을 배울 수 있어 감사했고 그리운 그 곳,경영학과,학부,2015,/partner/expReport.asp?id=12845&page=3&bgbn=R,1
35,"다시 가고싶은, 너무나 좋은 추억이 된 유매스",경영학과,학부,2015,/partner/expReport.asp?id=12722&page=3&bgbn=R,1
34,UMass Amherst에서의 한학기,응용통계,학부,2015,/partner/expReport.asp?id=11962&page=3&bgbn=R,1
33,"눈부신 22살의 추억, UMASS",신문방송학과,학부,2015,/partner/expReport.asp?id=11931&page=4&bgbn=R,0
32,UMASS 에서의 한 학기,지구시스템과학과,학부,2015,/partner/expReport.asp?id=11911&page=4&bgbn=R,1
31,UMASS에서 보낸 한 학기,경영학과,학부,2014,/partner/expReport.asp?id=8658&page=4&bgbn=R,1
30,Umass에서의 한 학기,영어영문학과,학부,2014,/partner/expReport.asp?id=7544&page=4&bgbn=R,1
29,GO UMASS! 2012,정치외교학과,학부,2012,/partner/expReport.asp?id=6444&page=4&bgbn=R,1
28,1년동안의 Umass 생활~,경영,학부,2012-2013,/partner/expReport.asp?id=6401&page=4&bgbn=R,1
27,"UMass, 1년간의 생활",심리학과,학부,201,/partner/expReport.asp?id=6135&page=4&bgbn=R,1
26,UMass에서의 한 학기,영어영문학과,학부,2010,/partner/expReport.asp?id=6107&page=4&bgbn=R,1
25,Umass에서 보낸 일년,정치외교학과,학부,2012,/partner/expReport.asp?id=6075&page=4&bgbn=R,1
24,UMass에서의 한학기,언더우드 국제대학 경제학과,학부,2012,/partner/expReport.asp?id=5640&page=4&bgbn=R,1
23,"예쁜 마을과 추억이 있는곳, UMass.",경영학과,학부,2009-2010,/partner/expReport.asp?id=4429&page=5&bgbn=R,1
22,잊지 못할 UMass에서의 한 학기(09 Fall),경제학과,학부,2009,/partner/expReport.asp?id=4118&page=5&bgbn=R,1
21,08 Fall - 09 Spring UMass 파견보고서,영어영문학과,학부,2008-2009,/partner/expReport.asp?id=3622&page=5&bgbn=R,1
20,UMASS에서의 1년.,경영학과,학부,2008,/partner/expReport.asp?id=3518&page=5&bgbn=R,1
19,UMass에서의 한 학기 :-),이과대학 의예과,학부,2008,/partner/expReport.asp?id=3362&page=5&bgbn=R,1
18,Amherst에서의 생활,경영학과,학부,2008,/partner/expReport.asp?id=3123&page=5&bgbn=R,1
17,UMass,경영학과,학부,2006-2007,/partner/expReport.asp?id=2646&page=5&bgbn=R,1
16,영원히 마음 웃을 소중한 추억들이 담긴 UMass !,심리학과,학부,2006-2007,/partner/expReport.asp?id=2551&page=5&bgbn=R,1
15,"소중한 꿈, 추억, 낭만이 깃든 곳 -UMass",경영학과,학부,2006,/partner/expReport.asp?id=2447&page=5&bgbn=R,1
14,잊지못할 6개월의 추억- UMass,경영학과,학부,2006,/partner/expReport.asp?id=2233&page=5&bgbn=R,1
13,"UMass,Amherst 100배 즐기기",경영학과,학부,2005,/partner/expReport.asp?id=2103&page=6&bgbn=R,1
12,Left my heart in Umass!!,경영학과,학부,2005-2006,/partner/expReport.asp?id=2036&page=6&bgbn=R,1
11,Exchange Student at UMass,영어영문학과,학부,2005,/partner/expReport.asp?id=1915&page=6&bgbn=R,1
10,Life in UMASS,인지과학협동과정,대학원,2005,/partner/expReport.asp?id=1851&page=6&bgbn=R,0
9,영원히 기억될 아름다운 UMASS,영어영문학과,학부,2004-2005,/partner/expReport.asp?id=1703&page=6&bgbn=R,1
8,잊지 못할 UMass에서의 1년,경영학전공,학부,2004,/partner/expReport.asp?id=1456&page=6&bgbn=R,0
7,"향긋한 풀냄새의 기억들, UMass at Amherst",건축공학전공,학부,2004,/partner/expReport.asp?id=1309&page=6&bgbn=R,0
6,UMass에서의 1년,상경계열,학부,2003-2004,/partner/expReport.asp?id=1267&page=6&bgbn=R,1
5,UMass에서의 1년,경영학전공,학부,2003-2004,/partner/expReport.asp?id=1194&page=6&bgbn=R,1
4,U of Massachusetts - 탁영혜,정치외교학과,학부,2001-2002,/partner/expReport.asp?id=647&page=6&bgbn=R,1
3,"U of Massachusetts, Amherst - 정지영",상경계열,학부,1999-2000,/partner/expReport.asp?id=623&page=7&bgbn=R,1
2,"U of Massachusetts, Amherst - 정수영",생활디자인전공,학부,2001,/partner/expReport.asp?id=509&page=7&bgbn=R,1
1,"U of Massachusetts, Amherst - 이춘식",경영학전공,학부,2001,/partner/expReport.asp?id=481&page=7&bgbn=R,1
