No,제목,학과,과정,년도,href,BERT_SCORE
33,UCR,경영,학부,2011-2012,/partner/expReport.asp?id=5954&page=4&bgbn=R,0
32,UCR,경영,학부,2012,/partner/expReport.asp?id=5925&page=4&bgbn=R,0
31,잊지 못할 추억을 만든 리버사이드,경제학과,학부,2011-2012,/partner/expReport.asp?id=5874&page=4&bgbn=R,0
30,UCR에서의 경험,의공학부,학부,2011-2012,/partner/expReport.asp?id=5727&page=4&bgbn=R,0
29,UCR에서의 값진 1년여의 경험,국어국문학과,학부,2011-2012,/partner/expReport.asp?id=5714&page=4&bgbn=R,0
28,UCR에서의 1년,심리학과,학부,2011-2012,/partner/expReport.asp?id=5709&page=4&bgbn=R,0
27,9개월 동안의 가장 뜨거웠던 시간,정치외교학과,학부,2011-2012,/partner/expReport.asp?id=5703&page=4&bgbn=R,1
26,"의외의 경험, Riverside",경제학과,학부,2011-2012,/partner/expReport.asp?id=5702&page=4&bgbn=R,1
25,일년내낸 따듯한 리버사이드,경제학과,학부,2011-2012,/partner/expReport.asp?id=5696&page=4&bgbn=R,1
24,UCR에서의 소중한 1년,경영학과,학부,2011,/partner/expReport.asp?id=5551&page=5&bgbn=R,0
23,"UCR, 잊지 못할 2011년",신문방송학과,학부,2011,/partner/expReport.asp?id=5384&page=5&bgbn=R,1
22,1달 처럼 지나간 1년 - UCR,전기전자공학,학부,2011,/partner/expReport.asp?id=5342&page=5&bgbn=R,0
21,UCR에서의 1년.,환경공학과,학부,2011,/partner/expReport.asp?id=5319&page=5&bgbn=R,1
20,특별한 경험을 선사한 UCR!!,작업치료학과,학부,2011,/partner/expReport.asp?id=5276&page=5&bgbn=R,1
19,잊지못할 UCR 생활,작업치료,학부,2011,/partner/expReport.asp?id=5263&page=5&bgbn=R,0
18,VU NGOC THUY_ Exchange program report,Underwood International College,학부,2011,/partner/expReport.asp?id=5142&page=5&bgbn=R,0
17,사막에서 즐긴 1년 간의 일탈,사학,학부,2010-2011,/partner/expReport.asp?id=5132&page=5&bgbn=R,0
16,UC Riverside에서 꿈 같았던 일 년,생명과학과,학부,2009-2010,/partner/expReport.asp?id=4543&page=5&bgbn=R,1
15,UC Riverside에서의 소중한 1년!,경영학과,학부,2009,/partner/expReport.asp?id=4065&page=5&bgbn=R,1
14,UCR,경영학과,학부,2009,/partner/expReport.asp?id=3973&page=6&bgbn=R,0
13,잊지 못할 2009년. 그리고 UC Riverside,의공학부,학부,2009,/partner/expReport.asp?id=3934&page=6&bgbn=R,1
12,"UC Riverside에서의 잊지 못할 추억,",의공학부,학부,2009,/partner/expReport.asp?id=3927&page=6&bgbn=R,1
11,UCR에 다녀와서..,행정학과,학부,2008-2009,/partner/expReport.asp?id=3720&page=6&bgbn=R,0
10,UCR에서의 3쿼터,경영학과,학부,200-2008,/partner/expReport.asp?id=3168&page=6&bgbn=R,0
9,파견보고서,경영학과,학부,2007-2008,/partner/expReport.asp?id=3161&page=6&bgbn=R,1
8,UC Riiverside,생명시스템 생명공학과,학부,2007~2008,/partner/expReport.asp?id=3155&page=6&bgbn=R,1
7,University of California Riverside,경영학과,학부,2007~2008,/partner/expReport.asp?id=3135&page=6&bgbn=R,1
6,UCR,경영학과,학부,2007,/partner/expReport.asp?id=2885&page=6&bgbn=R,0
5,The Days of Wine and Roses...and You.,경영학과,학부,2006,/partner/expReport.asp?id=2349&page=6&bgbn=R,1
4,Riverside에서 보낸 소중한 1년.,심리학과,학부,2005-2006,/partner/expReport.asp?id=2141&page=7&bgbn=R,0
3,UCR 에서의 한해.,경제학과,학부,2005,/partner/expReport.asp?id=1811&page=7&bgbn=R,0
2,UCR 경험기,생명공학전공,학부,2002-2003,/partner/expReport.asp?id=1084&page=7&bgbn=R,0
1,UC Riverside 경험보고서,상경계열,학부,2002,/partner/expReport.asp?id=770&page=7&bgbn=R,1
