No,제목,학과,과정,년도,href,BERT_SCORE
33,ESCE에서의 한학기 교환학생 생활,불어불문학과,학부,2016,/partner/expReport.asp?id=13825&page=2&bgbn=R,0
32,파리 ESCE에서의 한 학기,불어불문학과,학부,2016,/partner/expReport.asp?id=13735&page=3&bgbn=R,1
31,파리에서 살아남기,정치외교학과,학부,2016,/partner/expReport.asp?id=13083&page=3&bgbn=R,1
30,파리에서의 한 학기,신문방송학과,학부,2015,/partner/expReport.asp?id=12865&page=3&bgbn=R,0
29,ESCE에서의 한 해,식품영양학과,학부,2015,/partner/expReport.asp?id=12778&page=3&bgbn=R,1
28,"파리, ESCE",창의기술학과,학부,2015,/partner/expReport.asp?id=12424&page=3&bgbn=R,1
27,파리와 ESCE,국제관계학,학부,2014,/partner/expReport.asp?id=12314&page=3&bgbn=R,1
26,ESCE에서의 한학기,행정학과,학부,2014,/partner/expReport.asp?id=12123&page=3&bgbn=R,1
25,파리에서의 한 학기,불어불문학과,학부,2014,/partner/expReport.asp?id=8649&page=3&bgbn=R,0
24,여유로운 파리에서의 한학기,UIC 국제학과,학부,2013,/partner/expReport.asp?id=7448&page=3&bgbn=R,1
23,ESCE와 파리의 솔직한 보고서,UIC 정치외교학과,학부,2013-2014,/partner/expReport.asp?id=7301&page=3&bgbn=R,1
22,ESCE와 파리,생활디자인,학부,2014,/partner/expReport.asp?id=7247&page=4&bgbn=R,1
21,"예술의 도시, 파리에서의 행복했던 한 학기",경제학과,학부,2013,/partner/expReport.asp?id=6887&page=4&bgbn=R,1
20,ESCE,UIC,학부,2012-2013,/partner/expReport.asp?id=6703&page=4&bgbn=R,1
19,ESCE에서 한학기,경영학과,학부,2013,/partner/expReport.asp?id=6649&page=4&bgbn=R,1
18,ESCE 파견 보고서,동아시아국제학부,학부,2013,/partner/expReport.asp?id=6539&page=4&bgbn=R,1
17,ESCE,경영학과,학부,2012,/partner/expReport.asp?id=6122&page=4&bgbn=R,1
16,ESCE에서의 한학기,의류환경학과,학부,2012,/partner/expReport.asp?id=6092&page=4&bgbn=R,1
15,ESCE 에서의 한 학기,전기전자공학과,학부,2012,/partner/expReport.asp?id=5827&page=4&bgbn=R,1
14,프랑스 파리에서의 한 학기,신문방송학과,학부,2010-2011,/partner/expReport.asp?id=5818&page=4&bgbn=R,1
13,때로는 미워도 사랑할 수 밖에 없는 파리,경영학과,학부,2011-2012,/partner/expReport.asp?id=5800&page=4&bgbn=R,1
12,ESCE 파견보고서,국어국문학과,학부,2012,/partner/expReport.asp?id=5798&page=5&bgbn=R,1
11,프랑스의 여유를 느끼다,응용통계학과,학부,2012,/partner/expReport.asp?id=5778&page=5&bgbn=R,1
10,La vie à Paris pendant un an! :),상경대학 경제학부,학부,2011,/partner/expReport.asp?id=5583&page=5&bgbn=R,1
9,"행복과 여유, 그리고 최고의 순간들",경제학과,학부,2011,/partner/expReport.asp?id=5404&page=5&bgbn=R,1
8,유럽의 중심에서 보낸 1년,경영학과,학부,2010-2011,/partner/expReport.asp?id=5194&page=5&bgbn=R,0
7,행복했던 파리에서의 6개월 -,경영학과,학부,2010,/partner/expReport.asp?id=4842&page=5&bgbn=R,1
6,"파리, 혹은 라데팡스에서의 한 학기",경영학과,학부,2010,/partner/expReport.asp?id=4803&page=5&bgbn=R,0
5,파리에서의 일년,법학과,학부,2010,/partner/expReport.asp?id=4645&page=5&bgbn=R,0
4,라데팡스에 위치한 ESCE,UIC 경제학과,학부,2010,/partner/expReport.asp?id=4573&page=5&bgbn=R,0
3,"파리, 라데팡스",경영학과,학부,2009-2010,/partner/expReport.asp?id=4400&page=5&bgbn=R,0
2,아름다운 파리에서 즐기는 ESCE 교환학생,행정학과,학부,2010,/partner/expReport.asp?id=4320&page=6&bgbn=R,1
1,유럽의 맨하탄 라데팡스에서의 한학기~~,경영학과,학부,2009,/partner/expReport.asp?id=3965&page=6&bgbn=R,1
