,No,제목,학과,과정,년도,href,RNN_SCORE
15,66,싱가폴 교환학생,기계공학부,학부,2018,/partner/expReport.asp?id=15151&page=2&bgbn=R,0.5230967998504639
16,65,난양공대에서의 한학기,경영학과,학부,2018,/partner/expReport.asp?id=15150&page=2&bgbn=R,0.731432318687439
17,64,싱가폴에서 4개월,신소재공학과,학부,2018,/partner/expReport.asp?id=15147&page=2&bgbn=R,0.5243191719055176
18,63,대학생활 중 가장,테크노아트학부(TAD),학부,2018,/partner/expReport.asp?id=15143&page=2&bgbn=R,0.40533989667892456
19,62,NTU 경험보고서,경제학과,학부,2018,/partner/expReport.asp?id=15141&page=2&bgbn=R,0.6901764869689941
20,61,NTU 교환경험보고서,경영학과,학부,2018,/partner/expReport.asp?id=15023&page=3&bgbn=R,0.6502621173858643
21,60,소소하게 써내려간 4개월의 요약,화학과,학부,2018,/partner/expReport.asp?id=15004&page=3&bgbn=R,0.4529624581336975
22,59,NTU에서의 한학기,정보통계학과,학부,2018,/partner/expReport.asp?id=15003&page=3&bgbn=R,0.731432318687439
23,58,NTU 교환학생 합격생들을 위한 현실적인 조언.,정보통계학과,학부,2018,/partner/expReport.asp?id=14957&page=3&bgbn=R,0.7198913097381592
24,57,NTU에서의 도전기,경영학과,학부,2018,/partner/expReport.asp?id=14928&page=3&bgbn=R,0.2733336389064789
25,56,투자 대비 큰 수확을 얻을 수 있는 곳,언론홍보영상학부,학부,2018,/partner/expReport.asp?id=14864&page=3&bgbn=R,0.6039025187492371
26,55,내 인생 최고의 한 학기,언론홍보영상학부,학부,2017,/partner/expReport.asp?id=14605&page=3&bgbn=R,0.9326317310333252
27,54,ntu에서의 행복한추억,응용통계학과,학부,2017,/partner/expReport.asp?id=14582&page=3&bgbn=R,0.9718397855758667
28,53,NTU에서의 짧은 한 학기,생활디자인학과,학부,2017,/partner/expReport.asp?id=14429&page=3&bgbn=R,0.8467403650283813
29,52,학교가 너무 좋았어요!! NTU에서의 한학기 잊을 수 없을거에요......,의공학부,학부,2017,/partner/expReport.asp?id=14352&page=3&bgbn=R,0.9264305830001831
30,51,NTU에서 1년,의공학부,학부,2017,/partner/expReport.asp?id=14351&page=4&bgbn=R,0.469870924949646
31,50,행복했던 한학기,스포츠레저학과 / 응용통계학과,학부,2016,/partner/expReport.asp?id=13677&page=4&bgbn=R,0.8941360712051392
32,49,난양공대에서의 한 학기.,대기과학과,학부,2014,/partner/expReport.asp?id=13648&page=4&bgbn=R,0.7415863871574402
33,48,NTU에서의 한 학기,의공학부,학부,2016,/partner/expReport.asp?id=13516&page=4&bgbn=R,0.731432318687439
34,47,싱가폴 난양이공대학에서의 한 학기,신학과,학부,2016,/partner/expReport.asp?id=13424&page=4&bgbn=R,0.6978367567062378
35,46,다양함과 역동성을 품고있는 싱가포르,신문방송학과,학부,2015,/partner/expReport.asp?id=12736&page=4&bgbn=R,0.6167325377464294
36,45,ntu에서의 한 학기,중어중문학과,학부,2015,/partner/expReport.asp?id=12708&page=4&bgbn=R,0.731432318687439
37,44,기대했던 것과 기대하지 않은 것,경제학과,학부,2015,/partner/expReport.asp?id=12619&page=4&bgbn=R,0.13829869031906128
38,43,NTU에서의 한학기,화공생명공학과,학부,2015,/partner/expReport.asp?id=12151&page=4&bgbn=R,0.731432318687439
39,42,뜨거웠던 NTU에서의 기억,화공생명공학,학부,2015,/partner/expReport.asp?id=11882&page=4&bgbn=R,0.9036116600036621
40,41,난양공대에서의 한학기 생활,동아시아국제학부,학부,2014,/partner/expReport.asp?id=10779&page=5&bgbn=R,0.7123725414276123
41,40,난양공대에서의 한 학기,전기전자공학과,학부,2014,/partner/expReport.asp?id=8623&page=5&bgbn=R,0.731432318687439
42,39,"아시아 허브, 싱가포르에서의 성장",정치외교학과,학부,2014,/partner/expReport.asp?id=8613&page=5&bgbn=R,0.6181830167770386
43,38,NTU에서의 한 학기,생활디자인,학부,2014,/partner/expReport.asp?id=7511&page=5&bgbn=R,0.731432318687439
44,37,짧지만 행복했던 NTU에서의 한 학기,신문방송학과,학부,2014,/partner/expReport.asp?id=7500&page=5&bgbn=R,0.869044303894043
45,36,난양공대에서의 1년,토목공학과,학부,2013-2014,/partner/expReport.asp?id=7352&page=5&bgbn=R,0.731432318687439
46,35,NTU에서 교환생활,화공생명공학과,학부,2013,/partner/expReport.asp?id=7274&page=5&bgbn=R,0.4845501482486725
47,34,NTU에서의 한학기,경영학과,학부,2013,/partner/expReport.asp?id=6842&page=5&bgbn=R,0.731432318687439
48,33,교환학생경험보고서,대기과학과,학부,2013,/partner/expReport.asp?id=6767&page=5&bgbn=R,0.6901764869689941
49,32,NTU 에서의 공학수업,전기전자공학과,학부,2013,/partner/expReport.asp?id=6716&page=5&bgbn=R,0.8466842174530029
50,31,NTU 에서의 잊지 못할 한 학기,UIC 경제학,학부,2013,/partner/expReport.asp?id=6583&page=6&bgbn=R,0.8897989988327026
51,30,NTU 경험보고서,수학과,학부,2012,/partner/expReport.asp?id=6197&page=6&bgbn=R,0.6901764869689941
52,29,한학기동안의 NTU에서의 경험.,기계공학과,학부,2012,/partner/expReport.asp?id=5831&page=6&bgbn=R,0.8321031332015991
53,28,NTU에서의 한학기,정보산업공학과,학부,2011,/partner/expReport.asp?id=5532&page=6&bgbn=R,0.731432318687439
54,27,교환학생경험보고서,기계공학,학부,2011,/partner/expReport.asp?id=5328&page=6&bgbn=R,0.6901764869689941
55,26,난양대학교에서 의미있는 한 학기,화공생명공학과,학부,2011,/partner/expReport.asp?id=5274&page=6&bgbn=R,0.7495890855789185
56,25,NTU경험보고서,의류환경학과,학부,2011,/partner/expReport.asp?id=5265&page=6&bgbn=R,0.6901764869689941
57,24,교환학생보고서,영어영문,학부,2009,/partner/expReport.asp?id=4009&page=6&bgbn=R,0.7255330681800842
58,23,교환학생 경험보고서.,중어중문학과,학부,2009,/partner/expReport.asp?id=3988&page=6&bgbn=R,0.690637469291687
59,22,NTU 교환학생 경험 보고서,교육학과,학부,2009,/partner/expReport.asp?id=3941&page=6&bgbn=R,0.6680845022201538
60,21,NTU 에서의 4개월,정보산업공학과,학부,2009,/partner/expReport.asp?id=3922&page=7&bgbn=R,0.7203809022903442
61,20,미래를 위한 투자강국 싱가폴의 NTU,컴퓨터산공공학과,학부,2007-2008,/partner/expReport.asp?id=3223&page=7&bgbn=R,0.265396386384964
62,19,경험보고서,컴퓨터산업공학부,학부,2007,/partner/expReport.asp?id=3034&page=7&bgbn=R,0.7555708289146423
63,18,경험보고서,중문,학부,2007,/partner/expReport.asp?id=3001&page=7&bgbn=R,0.7555708289146423
64,17,"NTU, 질높은 수업과 다양한 경험",기계공학과,학부,2007,/partner/expReport.asp?id=2921&page=7&bgbn=R,0.7582830786705017
65,16,unforgettable moments in NTU,영어영문학과,학부,2006,/partner/expReport.asp?id=2709&page=7&bgbn=R,0.5123575925827026
66,15,NTU는 최선의 선택,중어중문학,학부,2006-2007,/partner/expReport.asp?id=2584&page=7&bgbn=R,0.6164097189903259
67,14,잊을수 없는 NTU,경제학과,학부,2005,/partner/expReport.asp?id=1970&page=7&bgbn=R,0.8781890869140625
68,13,NTU에서 생긴 일,토목환경공학전공,학부,2005,/partner/expReport.asp?id=1925&page=7&bgbn=R,0.2514555752277374
69,12,난양대학교,기계공학부,학부,2005,/partner/expReport.asp?id=1670&page=7&bgbn=R,0.6597392559051514
70,11,NTU에서의 한학기,재료공학부,학부,2005,/partner/expReport.asp?id=1553&page=8&bgbn=R,0.731432318687439
71,10,NTU 에서의 삶,금속시스템공학전공,학부,2004,/partner/expReport.asp?id=1509&page=8&bgbn=R,0.8713409900665283
72,9,My Second Home,영어영문학전공,학부,2004,/partner/expReport.asp?id=1499&page=8&bgbn=R,0.515648603439331
73,8,평생 잊을 수 없을 1년,경영학전공,학부,2004,/partner/expReport.asp?id=1479&page=8&bgbn=R,0.8859267234802246
74,7,The life of NTU,화학공학전공,학부,2003,/partner/expReport.asp?id=1016&page=8&bgbn=R,0.5123575925827026
75,6,"도심속, 일분간의 여유- 난양 대학교",신문방송학과,학부,2002-2003,/partner/expReport.asp?id=1012&page=8&bgbn=R,0.5057132840156555
76,5,ntu 경험보고서,상경대학,학부,2002,/partner/expReport.asp?id=789&page=8&bgbn=R,0.6901764869689941
77,4,싱가폴 난양 공과 대학 교환 학생 후기~,상경대학,학부,2002,/partner/expReport.asp?id=745&page=8&bgbn=R,0.5031313896179199
78,3,Nanyang Technological Univ. - 박주완,사회환경시스템공학부,학부,1999-2000,/partner/expReport.asp?id=694&page=8&bgbn=R,0.540587842464447
79,2,Nanyang Technological Univ. - 최훈우,금속시스템공학전공,학부,2002,/partner/expReport.asp?id=600&page=8&bgbn=R,0.44833844900131226
80,1,Nanyang Technological Univ.-김상학,금속시스템공학전공,학부,1999,/partner/expReport.asp?id=81&page=9&bgbn=R,0.4872962534427643
