,No,제목,학과,과정,년도,href,RNN_SCORE
16,248,UCSD Trivia : Guide for Foodies,경제학과,학부,2018-2019,/partner/expReport.asp?id=15883&page=2&bgbn=R,0.5139521360397339
17,247,샌디에고에서의 겨울/봄 쿼터,글로벌행정학과/아동가족학과,학부,2019,/partner/expReport.asp?id=15869&page=2&bgbn=R,0.8077678680419922
18,246,sun-kissed life in San Diego,정보산업공학과,학부,2019,/partner/expReport.asp?id=15865&page=2&bgbn=R,0.5163494348526001
19,245,미국 최애도시 샌디에고에서의 10개월,경영 / 컴퓨터과학,학부,2018-2019,/partner/expReport.asp?id=15845&page=2&bgbn=R,0.7720458507537842
20,244,그리운 UCSD에서의 6개월,경제학과,학부,2019,/partner/expReport.asp?id=15765&page=3&bgbn=R,0.7607235908508301
21,243,UCSD에서의 전무후무한 6개월,UIC JCL,학부,2019,/partner/expReport.asp?id=15738&page=3&bgbn=R,0.769573450088501
22,242,UCSD 라이프!,경영학과,학부,2019,/partner/expReport.asp?id=15667&page=3&bgbn=R,0.5474023222923279
23,241,행복했던 UCSD 교환학생 생활,정치외교학과,학부,2018,/partner/expReport.asp?id=15380&page=3&bgbn=R,0.8804458379745483
24,240,최고의 날씨를 자랑하는 샌디에고에서의 1년,생활디자인학과,학부,2017-2018,/partner/expReport.asp?id=15176&page=3&bgbn=R,0.8708903789520264
25,239,후회 없는 경험 UCSD,경영,학부,2018,/partner/expReport.asp?id=14959&page=3&bgbn=R,0.8794988393783569
26,238,여유롭고 재밌었던 UCSD 라이프,"아동가족학과, 심리학과",학부,2018,/partner/expReport.asp?id=14958&page=3&bgbn=R,0.8941957950592041
27,237,돌아가고 싶은 샌디,언론홍보영상학부,학부,2017-2018,/partner/expReport.asp?id=14933&page=3&bgbn=R,0.6276588439941406
28,236,행복했던 교환생활,UD Econ,학부,2018,/partner/expReport.asp?id=14914&page=3&bgbn=R,0.8080487847328186
29,235,샌디에고에서의 6개월,경영학과,학부,2018,/partner/expReport.asp?id=14899&page=3&bgbn=R,0.7203809022903442
30,234,잊지 못할 UCSD에서의 1년,생명공학,학부,2017,/partner/expReport.asp?id=14885&page=4&bgbn=R,0.8847562074661255
31,233,샌디에고에서의 1년,UD IS / ECON,학부,2017-2018,/partner/expReport.asp?id=14882&page=4&bgbn=R,0.731432318687439
32,232,ucsd에서의 한학기,실내건축학과,학부,2018,/partner/expReport.asp?id=14861&page=4&bgbn=R,0.731432318687439
33,231,인생의 가장 아름다운 챕터- 교환 라이프 in San Diego,실내건축학과,학부,2017-2018,/partner/expReport.asp?id=14858&page=4&bgbn=R,0.7758453488349915
34,230,CTM student to UCSD Rady School of Management,"International Studies, Creative Technology Management",학부,2017-2018,/partner/expReport.asp?id=14857&page=4&bgbn=R,0.5188660621643066
35,229,UCSD 보고서,경제학과/컴퓨터과학과,학부,2017-2018,/partner/expReport.asp?id=14840&page=4&bgbn=R,0.7255330681800842
36,228,캘리포니아에서 보낸 행복한 6개월,생명공학과,학부,2018,/partner/expReport.asp?id=14837&page=4&bgbn=R,0.7241439819335938
37,227,내 인생을 바꿔놓은 1년,아동가족학과,학부,2016,/partner/expReport.asp?id=14584&page=4&bgbn=R,0.8305100202560425
38,226,UCSD - Rady School of Management,UIC,학부,2017,/partner/expReport.asp?id=14519&page=4&bgbn=R,0.5139521360397339
39,225,학점 걱정없이 보낸 행복한 1년,경제학과,학부,2017,/partner/expReport.asp?id=14418&page=4&bgbn=R,0.9442342519760132
40,224,UCSD 교환후기,Bio Convergence,학부,2017,/partner/expReport.asp?id=14358&page=5&bgbn=R,0.5816333293914795
41,223,쏘캘라이프,생활디자인,학부,2016-2017,/partner/expReport.asp?id=14259&page=5&bgbn=R,0.49673551321029663
42,222,잊지 못할 1년,생명공학과,학부,2016-2017,/partner/expReport.asp?id=14146&page=5&bgbn=R,0.8669974207878113
43,221,여유로운 UCSD,도시공학 / 경제,학부,2016-2017,/partner/expReport.asp?id=14097&page=5&bgbn=R,0.7737652063369751
44,220,뜻 깊었던 미국에서의 생활,기계공학과,학부,2016-2017,/partner/expReport.asp?id=14070&page=5&bgbn=R,0.7776551842689514
45,219,가장 행복했던 10개월,전기전자공학부,학부,2016-2017,/partner/expReport.asp?id=14034&page=5&bgbn=R,0.94608473777771
46,218,UCSD에서의 1년,UIC HASS JCL,학부,2016-2017,/partner/expReport.asp?id=14025&page=5&bgbn=R,0.731432318687439
47,217,인생을 바꾼 경험,생명공학과,학부,2016,/partner/expReport.asp?id=13999&page=5&bgbn=R,0.8939831256866455
48,216,UCSD 교환학생 후기,도시공학과,학부,2016-1,/partner/expReport.asp?id=13788&page=5&bgbn=R,0.5652004480361938
49,215,UCSD-ERC,Techno-Art Division,학부,2016,/partner/expReport.asp?id=13731&page=5&bgbn=R,0.515648603439331
50,214,즐거웠던 UCSD에서의 1년,경영학과,학부,2016,/partner/expReport.asp?id=13723&page=6&bgbn=R,0.8622156381607056
51,213,성장할 수 있었던 1년,영어영문학과,학부,2016,/partner/expReport.asp?id=13722&page=6&bgbn=R,0.8221545815467834
52,212,하고싶은 공부를 마음껏 하다 온 1년,산업공학과,학부,2016,/partner/expReport.asp?id=13718&page=6&bgbn=R,0.3798660933971405
53,211,UCSD에서 공대생으로 살아가기,기계공학과,학부,2016,/partner/expReport.asp?id=13707&page=6&bgbn=R,0.7980887293815613
54,210,San Diego에서 1년,동아시아국제학부,학부,2016,/partner/expReport.asp?id=13589&page=6&bgbn=R,0.4763190746307373
55,209,UCSD에서의 9개월,신문방송학과,학부,2015-2016,/partner/expReport.asp?id=13323&page=6&bgbn=R,0.7203809022903442
56,208,샌디에고를 떠나보내며 이것저것 꾹꾹 눌러 담아 씁니다,실내건축학과,학부,2015-2016,/partner/expReport.asp?id=13221&page=6&bgbn=R,0.25513988733291626
57,207,바쁘면서도 여유로운 샌디에고에서의 삶,경영학,학부,2015-2016,/partner/expReport.asp?id=13117&page=6&bgbn=R,0.7902883291244507
58,206,천국에서의 9개월,심리학과,학부,2015-2016,/partner/expReport.asp?id=13111&page=6&bgbn=R,0.7491409778594971
59,205,"컴퓨터과학 엔지니어의 천국, 캘리포니아 + 샌디에고의 유흥",행정/경영/컴퓨터과학,학부,2015-2016,/partner/expReport.asp?id=13037&page=6&bgbn=R,0.5455482006072998
60,204,샌디,생화학,학부,2015-2016,/partner/expReport.asp?id=13009&page=7&bgbn=R,0.50729900598526
61,203,UCSD의 실상,UIC Bio-Convergence,학부,2015-2016,/partner/expReport.asp?id=13001&page=7&bgbn=R,0.4321464002132416
62,202,샌디에고,국제관계학과,학부,2015-2016,/partner/expReport.asp?id=12964&page=7&bgbn=R,0.50729900598526
63,201,샌디에고에서의 6개월,UIC 경제학과,학부,2014-2015,/partner/expReport.asp?id=12771&page=7&bgbn=R,0.7203809022903442
64,200,행복했던 샌디에서의 기억,언론홍보영상학부/경영학과,학부,2015,/partner/expReport.asp?id=12745&page=7&bgbn=R,0.931499719619751
65,199,후회없었던 샌디에고에서의 1년,경제학과,학부,2015,/partner/expReport.asp?id=12715&page=7&bgbn=R,0.9352453351020813
66,198,짧으면서 길었던 샌디에고에서의 1년,전기전자공학과,학부,2015,/partner/expReport.asp?id=12583&page=7&bgbn=R,0.8121142387390137
67,197,벌써부터 그리운 샌디에이고에서의 시간,경영학과,학부,2015,/partner/expReport.asp?id=12564&page=7&bgbn=R,0.8289629817008972
68,196,살수록 매력이 느껴지는 샌디에고 라이프,물리학과,학부,2015,/partner/expReport.asp?id=12505&page=7&bgbn=R,0.7883689999580383
69,195,꿈만 같았던 샌디에고에서의 생활,국제관계학과,학부,2015,/partner/expReport.asp?id=12487&page=7&bgbn=R,0.8396159410476685
70,194,생각도 한 것도 없이 편하고 알차게 보낸 일년,도시공학과,학부,2015,/partner/expReport.asp?id=12430&page=8&bgbn=R,0.8902196288108826
71,193,1년 동안의 휴식,전기전자 공학과,학부,2015,/partner/expReport.asp?id=12422&page=8&bgbn=R,0.7400462627410889
72,192,라호야에서 보낸 멋진 시간,생물학과,학부,2012,/partner/expReport.asp?id=12376&page=8&bgbn=R,0.7803952693939209
73,191,"한뼘더 성장, UCSD 교환학생 경험",행정학과,학부,2015,/partner/expReport.asp?id=12343&page=8&bgbn=R,0.6912664771080017
74,190,다시 가도 샌디에고,경영학과,학부,2014-2015,/partner/expReport.asp?id=12338&page=8&bgbn=R,0.8453882932662964
75,189,정이 넘치는 곳 ucsd,정치외교학과,학부,2014-2015,/partner/expReport.asp?id=12289&page=8&bgbn=R,0.875580370426178
76,188,"평생 살고 싶은 곳, 샌디에고",UIC 문화디자인경영,학부,2014-2015,/partner/expReport.asp?id=12282&page=8&bgbn=R,0.917884886264801
77,187,샌디에고에서의 6개월,행정학과,학부,2014-2015,/partner/expReport.asp?id=12165&page=8&bgbn=R,0.7203809022903442
78,186,"샌디에고, 심신의 안정을 주다",UIC 문화디자인경영전공,학부,2014-2015,/partner/expReport.asp?id=12150&page=8&bgbn=R,0.33037111163139343
79,185,생물 계열 학생들에게 적극 추천하고 싶은 UCSD,UIC 생명공학,학부,2014-2015,/partner/expReport.asp?id=12133&page=8&bgbn=R,0.8266147971153259
80,184,UCSD에서의 6개월,경제학과,학부,2014-2015,/partner/expReport.asp?id=11861&page=9&bgbn=R,0.7203809022903442
81,183,UCSD에서의 교환생활,행정학/경제학,학부,2014,/partner/expReport.asp?id=11855&page=9&bgbn=R,0.6649593114852905
82,182,하늘 아래 천국이 있다면 샌디에고!,경영학과,학부,2014-2015,/partner/expReport.asp?id=11849&page=9&bgbn=R,0.7150692343711853
83,181,샌디에고에서 보낸 소중한 1년,노어노문학과,학부,2011,/partner/expReport.asp?id=11837&page=9&bgbn=R,0.6959790587425232
84,180,UC San Diego,중어중문학과,대학원,2014,/partner/expReport.asp?id=10705&page=9&bgbn=R,0.515648603439331
85,179,평생 잊을 수 없는 UCSD에서의 교환생활,중어중문학과,학부,2014,/partner/expReport.asp?id=10681&page=9&bgbn=R,0.8918442726135254
86,178,잘 놀다 온 신방과 학생 후기,신문방송학과,학부,2014,/partner/expReport.asp?id=8591&page=9&bgbn=R,0.46144869923591614
87,177,Engineering No.1 UCSD,원주캠퍼스 의공학부,학부,2014-2015,/partner/expReport.asp?id=8577&page=9&bgbn=R,0.5122702717781067
88,176,UCSD,경영학과,학부,2013-2014,/partner/expReport.asp?id=7403&page=9&bgbn=R,0.50729900598526
89,175,YOLO San Diego!,심리학과,학부,2013-2014,/partner/expReport.asp?id=7310&page=9&bgbn=R,0.5123575925827026
90,174,벌써 그리운 샌디에고에서의 1년:),경영학과,학부,2013-2014,/partner/expReport.asp?id=7238&page=10&bgbn=R,0.8424143195152283
91,173,잊을 수 없는 그 곳 샌디!,정치외교학과,학부,2013-2014,/partner/expReport.asp?id=7192&page=10&bgbn=R,0.9296503067016602
92,172,"미국인이 꼽은 살고싶은 도시 1위, 샌디에고에서의 1년",영어영문학과,학부,2013-2014,/partner/expReport.asp?id=7182&page=10&bgbn=R,0.6014478802680969
93,171,"낭만이 존재하는 곳, 샌디에고!",심리학과,학부,2013-2014,/partner/expReport.asp?id=7108&page=10&bgbn=R,0.9046350717544556
94,170,wanna hear about UCSD?,UIC 생명과학공학,학부,2014,/partner/expReport.asp?id=7097&page=10&bgbn=R,0.5122702717781067
95,169,UCSD에서의 1년!,사회과학대학 정치외교학과,학부,2013,/partner/expReport.asp?id=6974&page=10&bgbn=R,0.7415863871574402
96,168,샌디에고에서의 너무나도 행복했던 추억:),경영학과,학부,2013,/partner/expReport.asp?id=6967&page=10&bgbn=R,0.9776897430419922
97,167,UCSD에서의 생활,신문방송학/디지털예술학,학부,2014,/partner/expReport.asp?id=6964&page=10&bgbn=R,0.7055066227912903
98,166,University of California sandiego,생활디자인,학부,2013,/partner/expReport.asp?id=6913&page=10&bgbn=R,0.5123575925827026
99,165,"따뜻한 햇살이 그리운 곳, UCSD",경영학과,학부,2013,/partner/expReport.asp?id=6885&page=10&bgbn=R,0.975989043712616
100,164,UCSD에서의 1년,도시공학과,학부,2013,/partner/expReport.asp?id=6844&page=11&bgbn=R,0.731432318687439
101,163,UCSD,도시공학,학부,2013,/partner/expReport.asp?id=6810&page=11&bgbn=R,0.50729900598526
102,162,UC샌디에고에서의 일년,정보산업공학과,학부,2013,/partner/expReport.asp?id=6805&page=11&bgbn=R,0.6908245086669922
103,161,"잊을 수 없는 1년, UCSD",정보산업공학과,학부,2013,/partner/expReport.asp?id=6802&page=11&bgbn=R,0.8067675232887268
104,160,"대학생활의 힐링포인트, UCSD",심리학 인지과학,학부,2013,/partner/expReport.asp?id=6776&page=11&bgbn=R,0.6289844512939453
105,159,그리운 샌디에이고,스포츠레저학/경영학,학부,2013,/partner/expReport.asp?id=6683&page=11&bgbn=R,0.7412612438201904
106,158,"나에게로의 선물, UCSD",행정학과/경영학과,학부,2013,/partner/expReport.asp?id=6663&page=11&bgbn=R,0.7904340028762817
107,157,샌디에고 경험기,영어영문/경영,학부,2012-2013,/partner/expReport.asp?id=6656&page=11&bgbn=R,0.43221795558929443
108,156,"내 인생에서 잊을 수 없는 1년, UCSD",경영학과,학부,2012-2013,/partner/expReport.asp?id=6593&page=11&bgbn=R,0.8664748668670654
109,155,미치도록 즐거웠던 UCSD에서의 추억보고서,경영학과,학부,2012-2013,/partner/expReport.asp?id=6548&page=11&bgbn=R,0.9224863052368164
110,154,University of California - San Diego,심리학과,학부,2012-2013,/partner/expReport.asp?id=6547&page=12&bgbn=R,0.5139521360397339
111,153,캘리포니아에서는 좀 즐기셔도 좋습니다^-^,경영학과,학부,2012-2013,/partner/expReport.asp?id=6516&page=12&bgbn=R,0.8953433036804199
112,152,꿈만 같은 UCSD에서의 1년,도시공학과,학부,2012-2013,/partner/expReport.asp?id=6491&page=12&bgbn=R,0.8460103273391724
113,151,UCSD에서 보낸 1년,컴퓨터과학과,학부,2012-2013,/partner/expReport.asp?id=6465&page=12&bgbn=R,0.5980356335639954
114,150,UCSD 경험보고서,신문방송학과,학부,2013,/partner/expReport.asp?id=6436&page=12&bgbn=R,0.6901764869689941
115,149,UCSD에서의 1년,국어국문학과,학부,2012-2013,/partner/expReport.asp?id=6427&page=12&bgbn=R,0.731432318687439
116,148,"잊지 못할 경험, UCSD",기계공학과,학부,2012-2013,/partner/expReport.asp?id=6395&page=12&bgbn=R,0.876067042350769
117,147,최고의 선택이었던 UCSD,전기전자공학과,학부,2012,/partner/expReport.asp?id=6200&page=12&bgbn=R,0.9579778909683228
118,146,UCSD,기계공학과,학부,2012,/partner/expReport.asp?id=6088&page=12&bgbn=R,0.50729900598526
119,145,"내 인생 최고의 선택 중 하나, UCSD♥",경영학과,학부,2012,/partner/expReport.asp?id=6061&page=12&bgbn=R,0.9455903768539429
120,144,UCSD에서 보낸 잊지 못할 2012년.,경영학과,학부,2012,/partner/expReport.asp?id=6044&page=13&bgbn=R,0.8214080929756165
121,143,벌써부터 그리운 그곳 샌디에고,경제학과,학부,2012,/partner/expReport.asp?id=6003&page=13&bgbn=R,0.9101958274841309
122,142,UCSD에서의 1년,경영학과,학부,2012-2013,/partner/expReport.asp?id=5983&page=13&bgbn=R,0.731432318687439
123,141,"UCSD, 잊지 못할 이름",경영학과,학부,2012,/partner/expReport.asp?id=5982&page=13&bgbn=R,0.7879300117492676
124,140,값진 교환학생생활,전기전자공학과,학부,2011-2012,/partner/expReport.asp?id=5884&page=13&bgbn=R,0.7672708034515381
125,139,생각하면 할수록 그리워지는 1년 동안의 교환학생 생활,화학과,학부,2011-2012,/partner/expReport.asp?id=5845&page=13&bgbn=R,0.766656219959259
126,138,최고로 행복했던 UCSD에서의 생활♥,경영학과,학부,2011-2012,/partner/expReport.asp?id=5822&page=13&bgbn=R,0.9536178112030029
127,137,최고의 경험 UCSD!!,경영학과,학부,2011-2012,/partner/expReport.asp?id=5816&page=13&bgbn=R,0.9618122577667236
128,136,UCSD에서의 소중한 경험,행정학과/언론홍보영상학부,학부,2011-2012,/partner/expReport.asp?id=5755&page=13&bgbn=R,0.8992913961410522
129,135,"여유로운 그곳, UCSD :D",동아시아국제학부,학부,2011-2012,/partner/expReport.asp?id=5722&page=13&bgbn=R,0.8681247234344482
130,134,UCSD,심리학과,학부,2011-2102,/partner/expReport.asp?id=5719&page=14&bgbn=R,0.50729900598526
131,133,내게 보석같은 UCSD에서 1년간의 생활,심리학과,학부,2011-2012,/partner/expReport.asp?id=5710&page=14&bgbn=R,0.7809184789657593
132,132,UCSD 최고의 선택 입니다.,영어영문학,학부,2011-2012,/partner/expReport.asp?id=5687&page=14&bgbn=R,0.9078842997550964
133,131,배운 것도 많고 탈도 많았던 1년,화학/생물학,학부,2011-2012,/partner/expReport.asp?id=5664&page=14&bgbn=R,0.6329526901245117
134,130,인생의 값진 경험이 되었던 UCSD에서의 한 학기.,심리학과,학부,2011,/partner/expReport.asp?id=5556&page=14&bgbn=R,0.9069472551345825
135,129,UCSD,수학과,학부,2011,/partner/expReport.asp?id=5524&page=14&bgbn=R,0.50729900598526
136,128,꿈같은 UCSD에서의 1년,경영학과,학부,2011,/partner/expReport.asp?id=5494&page=14&bgbn=R,0.8751040697097778
137,127,UCSD로 오세요 :),경제/언론홍보영상,학부,2011,/partner/expReport.asp?id=5452&page=14&bgbn=R,0.506386935710907
138,126,"평생잊지 못할 추억이 담겨있는 그곳, UCSD",동아시아국제학부,학부,2011,/partner/expReport.asp?id=5416&page=14&bgbn=R,0.9841057062149048
139,125,"다시 가고싶은 그 곳, UCSD",생화학과,학부,2011,/partner/expReport.asp?id=5401&page=14&bgbn=R,0.9517961740493774
140,124,다시가고 싶은 샌디에고,정치외교학과,학부,2011,/partner/expReport.asp?id=5399&page=15&bgbn=R,0.5165888071060181
141,123,삶의 여유와 행복이 넘치는 샌디에고에서의 1년,경제학과,학부,2011,/partner/expReport.asp?id=5386&page=15&bgbn=R,0.9734312295913696
142,122,UCSD에서의 일년,생화학과,학부,2010-2011,/partner/expReport.asp?id=5212&page=15&bgbn=R,0.727751612663269
143,121,UCSD 이야기,경영학과,학부,2010-2011,/partner/expReport.asp?id=5113&page=15&bgbn=R,0.54179447889328
144,120,UCSD에서의 잊지 못할 1년,경제학과,학부,2010-2011,/partner/expReport.asp?id=5110&page=15&bgbn=R,0.8897989988327026
145,119,UCSD에서의 즐거웠던 1년,국어국문/신문방송,학부,2010-2011,/partner/expReport.asp?id=5052&page=15&bgbn=R,0.9172285795211792
146,118,평화로운 UCSD:),도시공학과,학부,2010-2011,/partner/expReport.asp?id=5017&page=15&bgbn=R,0.7660071849822998
147,117,"내 인생의 전환점, UCSD",언론홍보영상학부,학부,2010-2011,/partner/expReport.asp?id=4992&page=15&bgbn=R,0.8158787488937378
148,116,넓디 넓은 UCSD,생명공학과,학부,2010-2011,/partner/expReport.asp?id=4974&page=15&bgbn=R,0.2716848850250244
149,115,꼭 다시 가고싶은 곳 UCSD,의공학부,학부,2010,/partner/expReport.asp?id=4909&page=15&bgbn=R,0.9672387838363647
150,114,"Welcome to San Diego, California ♬",경영학과,학부,2010,/partner/expReport.asp?id=4890&page=16&bgbn=R,0.5163494348526001
151,113,내 인생 가장 큰 행운 UCSD,경제학과,학부,2010,/partner/expReport.asp?id=4802&page=16&bgbn=R,0.937203049659729
152,112,너무나 소중한 일년의 추억,경제학과,학부,2010,/partner/expReport.asp?id=4770&page=16&bgbn=R,0.8993735313415527
153,111,공대생들이여 지친 열정을 UCSD에서 다시한번!,전기전자공학부,학부,2010,/partner/expReport.asp?id=4766&page=16&bgbn=R,0.915212094783783
154,110,"2010년, 넘치도록 아름다웠던... 나에게로의 선물",정치외교/영어영문,학부,2010,/partner/expReport.asp?id=4741&page=16&bgbn=R,0.8116731643676758
155,109,"지금도 다시 가고싶은 그곳, San Diego",생명공학과,학부,2010,/partner/expReport.asp?id=4735&page=16&bgbn=R,0.9648288488388062
156,108,샌디에고 경험기,신문방송학과,학부,2009-2010,/partner/expReport.asp?id=4703&page=16&bgbn=R,0.43221795558929443
157,107,"UCSD, 후회하지 않는 선택",경영학과,학부,2010,/partner/expReport.asp?id=4700&page=16&bgbn=R,0.7532999515533447
158,106,아름다운 샌디에고,독어독문학과,학부,2009-2010,/partner/expReport.asp?id=4623&page=16&bgbn=R,0.8841919302940369
159,105,UCSD에서의 꿈 같았던 1년,심리학,학부,2009-2010,/partner/expReport.asp?id=4475&page=16&bgbn=R,0.8912417888641357
160,104,샌디에고 쩔공기,경제학과/수학과,학부,2009-2010,/partner/expReport.asp?id=4402&page=17&bgbn=R,0.5942556262016296
161,103,UCSD. 캘리포나아에서의 學業,경영학과,학부,2009-2010,/partner/expReport.asp?id=4374&page=17&bgbn=R,0.387451171875
162,102,UCSD 관련 정보,영어영문학과,학부,2009-2010,/partner/expReport.asp?id=4339&page=17&bgbn=R,0.4424971342086792
163,101,UCSD에서의 1년,심리학과,학부,2009-2010,/partner/expReport.asp?id=4302&page=17&bgbn=R,0.731432318687439
164,100,샌디에고를 경험해보세요,경영학과,학부,2009-2010,/partner/expReport.asp?id=4295&page=17&bgbn=R,0.639323890209198
165,99,UCSD 교환학생을 말하다,수학,학부,2009-2010,/partner/expReport.asp?id=4290&page=17&bgbn=R,0.5251569151878357
166,98,꿈같은 샌디에고에서의 일년,심리학과,학부,2009,/partner/expReport.asp?id=4214&page=17&bgbn=R,0.8655920028686523
167,97,Oh my Golden age!,신문방송학과,학부,2009,/partner/expReport.asp?id=4164&page=17&bgbn=R,0.5122702717781067
168,96,잊지 못할 1년,영어영문학과,학부,2008-2009,/partner/expReport.asp?id=4140&page=17&bgbn=R,0.8669974207878113
169,95,보석처럼 빛나던 바닷가의 추억,영어영문학과/법학과,학부,2009,/partner/expReport.asp?id=4091&page=17&bgbn=R,0.9344708919525146
170,94,Calfornian Optimism,중어중문학과,학부,2007-2008,/partner/expReport.asp?id=4079&page=18&bgbn=R,0.5230967998504639
171,93,하늘과 바다 그리고 꿈.,심리학과,학부,2009,/partner/expReport.asp?id=4049&page=18&bgbn=R,0.891168475151062
172,92,미국에서의 1년... think again before you come,경영학과/응용통계학과,학부,2009,/partner/expReport.asp?id=4048&page=18&bgbn=R,0.6874704360961914
173,91,소중한 1년.,영어영문학과,학부,2009,/partner/expReport.asp?id=4042&page=18&bgbn=R,0.6619234681129456
174,90,길고도 짧았던 1년이라는 시간.,경영학과,학부,2009,/partner/expReport.asp?id=4000&page=18&bgbn=R,0.6372050046920776
175,89,한번 읽어나봐요,화학과,학부,2009,/partner/expReport.asp?id=3983&page=18&bgbn=R,0.6909857988357544
176,88,UCSD 1년 가이드라인,영어영문학과,학부,2009,/partner/expReport.asp?id=3948&page=18&bgbn=R,0.515648603439331
177,87,A turning point in my life!,경제학과,학부,2008-2009,/partner/expReport.asp?id=3913&page=18&bgbn=R,0.5163494348526001
178,86,내 생애 최고의 순간 - UCSD!,영어영문학과,학부,2008-2009,/partner/expReport.asp?id=3787&page=18&bgbn=R,0.9733675122261047
179,85,UCSD에서의 1년,화학과,학부,2008-2009,/partner/expReport.asp?id=3696&page=18&bgbn=R,0.731432318687439
180,84,UCSD에서의 일년을 회상하며,경영학과,학부,2007-2008,/partner/expReport.asp?id=3643&page=19&bgbn=R,0.6431276798248291
181,83,1년간의 꿈같은 휴가,신문방송학과,학부,2008,/partner/expReport.asp?id=3494&page=19&bgbn=R,0.8814196586608887
182,82,Jewel by the Sea and Me,정치외교학과,학부,2008,/partner/expReport.asp?id=3479&page=19&bgbn=R,0.5139521360397339
183,81,즐거웠던 UCSD의 1년,영어영문학과,학부,2008,/partner/expReport.asp?id=3422&page=19&bgbn=R,0.8958421945571899
184,80,UCSD에서 꿈같은 1년..,생명공학과,학부,2008,/partner/expReport.asp?id=3416&page=19&bgbn=R,0.7705187201499939
185,79,UCSD에 대한 실전적이고 유용한 정보들,경제학과,학부,2008,/partner/expReport.asp?id=3402&page=19&bgbn=R,0.28746891021728516
186,78,여유와 다양함 맛보기. 샌디에고,신문방송학과,학부,2008,/partner/expReport.asp?id=3387&page=19&bgbn=R,0.768339991569519
187,77,!! Viva La Jolla !!,화학공학과,학부,2008,/partner/expReport.asp?id=3386&page=19&bgbn=R,0.5122702717781067
188,76,"햇볕 속 풀밭에 앉는 로망, UCSD.",심리/경영,학부,2008,/partner/expReport.asp?id=3367&page=19&bgbn=R,0.4676697254180908
189,75,UCSD 경험보고서,정치외교학과,학부,2007-2008,/partner/expReport.asp?id=3292&page=19&bgbn=R,0.6901764869689941
190,74,UCSD 경험보고서,화학공학과,학부,2007-2008,/partner/expReport.asp?id=3263&page=20&bgbn=R,0.6901764869689941
191,73,"캘리포니아의 보석, 샌디에고",심리학과,학부,2007-2008,/partner/expReport.asp?id=3252&page=20&bgbn=R,0.6755129098892212
192,72,UCSD에서의 1년을 되돌아보며.,생명공학과,학부,2007-2008,/partner/expReport.asp?id=3248&page=20&bgbn=R,0.8839521408081055
193,71,UCSD 경험보고서,경제학과,학부,2007-2008,/partner/expReport.asp?id=3233&page=20&bgbn=R,0.6901764869689941
194,70,UCSD,심리학과,학부,2007-2008,/partner/expReport.asp?id=3213&page=20&bgbn=R,0.50729900598526
195,69,UCSD 교환보고서,경영학과,학부,2007-2008,/partner/expReport.asp?id=3203&page=20&bgbn=R,0.664448618888855
