,No,제목,학과,과정,년도,href,BERT_SCORE,RNN_SCORE
23,17,인생의 활력소가 될 EBS에서의 기억,경영학과,학부,2009,/partner/expReport.asp?id=3681&page=3&bgbn=R,1,0.9419094324111938
24,16,EBS 에서의 1년,경제,학부,08-09,/partner/expReport.asp?id=3666&page=3&bgbn=R,0,0.731432318687439
25,15,"EBS, 한여름밤의 꿈과 같았던 1년",경영학과,학부,2008-2009,/partner/expReport.asp?id=3619&page=3&bgbn=R,0,0.7851932048797607
26,14,독일 최고의 사립 경영대학 - EBS,경영학과,학부,2007-2008,/partner/expReport.asp?id=3365&page=3&bgbn=R,1,0.7853187322616577
27,13,EBS에서의 1년,경영학과,학부,2007,/partner/expReport.asp?id=3006&page=3&bgbn=R,0,0.731432318687439
28,12,가질수 없었던 1년을 보낸 독일,정보산업공학과,학부,2007,/partner/expReport.asp?id=2977&page=3&bgbn=R,1,0.48942822217941284
29,11,"EBS, 그곳에서의 1년",경영학과,학부,2006~2007,/partner/expReport.asp?id=2555&page=3&bgbn=R,0,0.7470331192016602
30,10,"기대와는 조금다른, 하지만 만족스러운",경영학과,학부,2006,/partner/expReport.asp?id=2494&page=4&bgbn=R,1,0.9745327234268188
31,9,"잊을 수 없는 그곳, Oestrich-Winkel",문리대학 생명과학과,학부,2005,/partner/expReport.asp?id=2218&page=4&bgbn=R,1,0.907630205154419
32,8,독일에서의 한 학기,경영학과,학부,2006,/partner/expReport.asp?id=2193&page=4&bgbn=R,1,0.7876515984535217
33,7,"시간이 갈수록 그리운 그 곳, EBS",심리학과,학부,2005,/partner/expReport.asp?id=1823&page=4&bgbn=R,1,0.8397853374481201
34,6,EBS에서의 잊지 못할 1년,경영학과,학부,2004-2005,/partner/expReport.asp?id=1606&page=4&bgbn=R,1,0.8897989988327026
35,5,The trade-off of EBS,경영대학 경영학과,학부,2005,/partner/expReport.asp?id=1584&page=4&bgbn=R,0,0.5139521360397339
36,4,낭만과 열정이 넘치는 EBS!,화학공학과,학부,2004,/partner/expReport.asp?id=1555&page=4&bgbn=R,1,0.9213850498199463
37,3,EBS,경영학전공,학부,2004,/partner/expReport.asp?id=1495&page=4&bgbn=R,0,0.50729900598526
38,2,연대생으로 처음 간 EBS,상경계열,학부,2004,/partner/expReport.asp?id=1278&page=4&bgbn=R,1,0.6886885166168213
39,1,European Business School,상경계열,학부,2004,/partner/expReport.asp?id=1252&page=4&bgbn=R,1,0.515648603439331
