,No,제목,학과,과정,년도,href,RNN_SCORE
15,52,하루하루가 다채로웠던 UMD,지구시스템과학과,학부,2018,/partner/expReport.asp?id=15404&page=2&bgbn=R,0.7956658601760864
16,51,"University of Maryland, College Park",경제학부,학부,2018,/partner/expReport.asp?id=15378&page=2&bgbn=R,0.5139521360397339
17,50,university of maryland 후기,경제학과,학부,2018,/partner/expReport.asp?id=15375&page=2&bgbn=R,0.5630735158920288
18,49,UMD 경험보고서,수학과,학부,2018,/partner/expReport.asp?id=15369&page=2&bgbn=R,0.6901764869689941
19,48,"UMD, 나를 바꿀 수 있던 곳",사학과,학부,2018-2,/partner/expReport.asp?id=15368&page=2&bgbn=R,0.8416053056716919
20,47,University of Maryland(UMD)에서의 잊고 싶지 않은 한학기!,식품영양학과,학부,2018-2,/partner/expReport.asp?id=15313&page=3&bgbn=R,0.6808418035507202
21,46,University of Maryland,사회학과,학부,2018,/partner/expReport.asp?id=15278&page=3&bgbn=R,0.515648603439331
22,45,2018-2 University of Maryland,Quantitative Risk Management,학부,2018,/partner/expReport.asp?id=15249&page=3&bgbn=R,0.5123575925827026
23,44,"메릴랜드에서의 1년, 2017 가을부터 2018 봄!",불어불문학과,학부,2017-2018,/partner/expReport.asp?id=14821&page=3&bgbn=R,0.7621002793312073
24,43,University of Maryland,언더우드국제학부,학부,2018,/partner/expReport.asp?id=14816&page=3&bgbn=R,0.515648603439331
25,42,메릴랜드에서의 잊지못할 한학기,경제학과,학부,2017,/partner/expReport.asp?id=14715&page=3&bgbn=R,0.9380415678024292
26,41,"University of Maryland, College Park",언더우드국제대학 경제학,학부,2017,/partner/expReport.asp?id=14550&page=3&bgbn=R,0.5139521360397339
27,40,메릴랜드에의 잊지못할 1년,아동가족학과,학부,2016-2017,/partner/expReport.asp?id=14156&page=3&bgbn=R,0.8552584648132324
28,39,"내가 나에게 선물하는, 매릴랜드에서의 한 학기♥",교육학과,학부,2016,/partner/expReport.asp?id=13817&page=3&bgbn=R,0.8458234667778015
29,38,UMD에서의 가을과 겨울,교육학과,학부,2016,/partner/expReport.asp?id=13748&page=3&bgbn=R,0.8354933261871338
30,37,즐거웠던 UMCP에서의 반년의 시간,국어국문학과,학부,2016,/partner/expReport.asp?id=13742&page=4&bgbn=R,0.8239320516586304
31,36,대학생활의 멋진 한 페이지를 장식한 UMD :),교육학과,학부,2015,/partner/expReport.asp?id=13325&page=4&bgbn=R,0.6763631105422974
32,35,UMD에서의 1학기,경제학과,학부,2016,/partner/expReport.asp?id=13214&page=4&bgbn=R,0.7415863871574402
33,34,UMD에서의 한 학기,교육학과,학부,2015,/partner/expReport.asp?id=13165&page=4&bgbn=R,0.731432318687439
34,33,UMD에서의 1년동안의 생활,경제학부,학부,2015-2016,/partner/expReport.asp?id=13025&page=4&bgbn=R,0.7078264355659485
35,32,또 가고 싶은 UMD에서의 한 학기,UIC 정치외교학,학부,2016,/partner/expReport.asp?id=12982&page=4&bgbn=R,0.8392376899719238
36,31,"UMD Spring, 2016",사학과,학부,2016,/partner/expReport.asp?id=12896&page=4&bgbn=R,0.5123575925827026
37,30,좋은 추억을 만들어준 UMD,생활디자인,학부,2015,/partner/expReport.asp?id=12820&page=4&bgbn=R,0.899340033531189
38,29,행복했던 UMD 생활,행정학과,학부,2015,/partner/expReport.asp?id=12699&page=4&bgbn=R,0.8838329315185547
39,28,메릴랜드 대학에서의 한 학기,경영학과,학부,2015,/partner/expReport.asp?id=12017&page=4&bgbn=R,0.7197685837745667
40,27,University of Maryland에서 보낸 한 학기,경제학과,학부,2009,/partner/expReport.asp?id=3936&page=5&bgbn=R,0.5891932845115662
41,26,UMD에서의 한 학기,UIC정치외교학과,학부,2009,/partner/expReport.asp?id=3835&page=5&bgbn=R,0.731432318687439
42,25,University of Maryland at college park,정치외교학,학부,2008-2009,/partner/expReport.asp?id=3762&page=5&bgbn=R,0.5139521360397339
43,24,다시 가고 싶은 University of Maryland,정치외교학과,학부,2008-2009,/partner/expReport.asp?id=3754&page=5&bgbn=R,0.8874807953834534
44,23,UMD에서의 소중한 경험,행정학과,학부,2009,/partner/expReport.asp?id=3684&page=5&bgbn=R,0.8992913961410522
45,22,University of Maryland at College Park,의류환경학과,학부,2009,/partner/expReport.asp?id=3669&page=5&bgbn=R,0.5139521360397339
46,21,생생한 교환학생 이야기,법학과,학부,2007-2008,/partner/expReport.asp?id=3231&page=5&bgbn=R,0.9508867859840393
47,20,미국 심장부에서 지낸 9개월,물리학과,학부,2007-2008,/partner/expReport.asp?id=3151&page=5&bgbn=R,0.767065703868866
48,19,University of Maryland,경영학과,학부,2007-2008,/partner/expReport.asp?id=3145&page=5&bgbn=R,0.515648603439331
49,18,즐거웠던 UMD에서의 한학기,경제학과,학부,2007,/partner/expReport.asp?id=3052&page=5&bgbn=R,0.8622156381607056
50,17,꿈만 같았던 한 학기,신문방송학과,학부,2007,/partner/expReport.asp?id=3037&page=6&bgbn=R,0.7910759449005127
51,16,나의 대학생활의 최고의 순간,정치외교학과,학부,2007,/partner/expReport.asp?id=3029&page=6&bgbn=R,0.7047576904296875
52,15,"University of Maryland, College Park",생화학과,학부,2007,/partner/expReport.asp?id=2671&page=6&bgbn=R,0.5139521360397339
53,14,University of Maryland at College Park,정치외교학과,학부,2006-2007,/partner/expReport.asp?id=2576&page=6&bgbn=R,0.5139521360397339
54,13,Maryland에서 짧았던 2학기를 보내고...,경영학과,학부,2006-2007,/partner/expReport.asp?id=2564&page=6&bgbn=R,0.7477028369903564
55,12,짧지만 강한 인상을 남긴 UMCP,"정치외교학, 경제학 전공",학부,2005,/partner/expReport.asp?id=1916&page=6&bgbn=R,0.7966104745864868
56,11,메릴랜드 주립대 100배 즐기기,정치외교학과,학부,2004-2005,/partner/expReport.asp?id=1600&page=6&bgbn=R,0.6769294738769531
57,10,"김지영, University of Maryland at College Park",영어영문학전공,학부,2002-2003,/partner/expReport.asp?id=993&page=6&bgbn=R,0.3925964832305908
58,9,University of Maryland at College Park,경영학전공,학부,2002,/partner/expReport.asp?id=824&page=6&bgbn=R,0.5139521360397339
59,8,"U of Maryland, College Park - 윤소정",경영학전공,학부,2002,/partner/expReport.asp?id=714&page=6&bgbn=R,0.5188660621643066
60,7,"U of Maryland, College Park - 김태영",경영학전공,대학원,2002,/partner/expReport.asp?id=640&page=7&bgbn=R,0.5188660621643066
61,6,"U of Maryland, College Park - 박혜빈",인문학부,학부,2001-2002,/partner/expReport.asp?id=572&page=7&bgbn=R,0.5188660621643066
62,5,"U of Maryland, Collge Park - 박정민",경영학전공,대학원,2001,/partner/expReport.asp?id=559&page=7&bgbn=R,0.6287877559661865
63,4,"U of Maryland, College Park - 김영복",전기전자공학부,학부,2001,/partner/expReport.asp?id=340&page=7&bgbn=R,0.5188660621643066
64,3,"U of Maryland, College Park-노재용",경영학전공,학부,2000-2001,/partner/expReport.asp?id=253&page=7&bgbn=R,0.8295023441314697
65,2,U of Maryland-인은미,정치외교학과,학부,2001,/partner/expReport.asp?id=120&page=7&bgbn=R,0.5087752938270569
66,1,University of Maryland,경제학전공,학부,1998,/partner/expReport.asp?id=23&page=7&bgbn=R,0.515648603439331
