,No,제목,학과,과정,년도,href,RNN_SCORE
31,32,UMASS 에서의 한 학기,지구시스템과학과,학부,2015,/partner/expReport.asp?id=11911&page=4&bgbn=R,0.731432318687439
32,31,UMASS에서 보낸 한 학기,경영학과,학부,2014,/partner/expReport.asp?id=8658&page=4&bgbn=R,0.5980356335639954
33,30,Umass에서의 한 학기,영어영문학과,학부,2014,/partner/expReport.asp?id=7544&page=4&bgbn=R,0.731432318687439
34,29,GO UMASS! 2012,정치외교학과,학부,2012,/partner/expReport.asp?id=6444&page=4&bgbn=R,0.5123575925827026
35,28,1년동안의 Umass 생활~,경영,학부,2012-2013,/partner/expReport.asp?id=6401&page=4&bgbn=R,0.49877646565437317
36,27,"UMass, 1년간의 생활",심리학과,학부,201,/partner/expReport.asp?id=6135&page=4&bgbn=R,0.6157643795013428
37,26,UMass에서의 한 학기,영어영문학과,학부,2010,/partner/expReport.asp?id=6107&page=4&bgbn=R,0.731432318687439
38,25,Umass에서 보낸 일년,정치외교학과,학부,2012,/partner/expReport.asp?id=6075&page=4&bgbn=R,0.507738471031189
39,24,UMass에서의 한학기,언더우드 국제대학 경제학과,학부,2012,/partner/expReport.asp?id=5640&page=4&bgbn=R,0.731432318687439
40,23,"예쁜 마을과 추억이 있는곳, UMass.",경영학과,학부,2009-2010,/partner/expReport.asp?id=4429&page=5&bgbn=R,0.9144122004508972
41,22,잊지 못할 UMass에서의 한 학기(09 Fall),경제학과,학부,2009,/partner/expReport.asp?id=4118&page=5&bgbn=R,0.83098304271698
42,21,08 Fall - 09 Spring UMass 파견보고서,영어영문학과,학부,2008-2009,/partner/expReport.asp?id=3622&page=5&bgbn=R,0.6436139941215515
43,20,UMASS에서의 1년.,경영학과,학부,2008,/partner/expReport.asp?id=3518&page=5&bgbn=R,0.7415863871574402
44,19,UMass에서의 한 학기 :-),이과대학 의예과,학부,2008,/partner/expReport.asp?id=3362&page=5&bgbn=R,0.7415863871574402
45,18,Amherst에서의 생활,경영학과,학부,2008,/partner/expReport.asp?id=3123&page=5&bgbn=R,0.7055066227912903
46,17,UMass,경영학과,학부,2006-2007,/partner/expReport.asp?id=2646&page=5&bgbn=R,0.50729900598526
47,16,영원히 마음 웃을 소중한 추억들이 담긴 UMass !,심리학과,학부,2006-2007,/partner/expReport.asp?id=2551&page=5&bgbn=R,0.9758563041687012
48,15,"소중한 꿈, 추억, 낭만이 깃든 곳 -UMass",경영학과,학부,2006,/partner/expReport.asp?id=2447&page=5&bgbn=R,0.945004940032959
49,14,잊지못할 6개월의 추억- UMass,경영학과,학부,2006,/partner/expReport.asp?id=2233&page=5&bgbn=R,0.8748912811279297
50,13,"UMass,Amherst 100배 즐기기",경영학과,학부,2005,/partner/expReport.asp?id=2103&page=6&bgbn=R,0.6669397950172424
51,12,Left my heart in Umass!!,경영학과,학부,2005-2006,/partner/expReport.asp?id=2036&page=6&bgbn=R,0.5139521360397339
52,11,Exchange Student at UMass,영어영문학과,학부,2005,/partner/expReport.asp?id=1915&page=6&bgbn=R,0.5123575925827026
53,10,Life in UMASS,인지과학협동과정,대학원,2005,/partner/expReport.asp?id=1851&page=6&bgbn=R,0.515648603439331
54,9,영원히 기억될 아름다운 UMASS,영어영문학과,학부,2004-2005,/partner/expReport.asp?id=1703&page=6&bgbn=R,0.9647670984268188
55,8,잊지 못할 UMass에서의 1년,경영학전공,학부,2004,/partner/expReport.asp?id=1456&page=6&bgbn=R,0.8847562074661255
56,7,"향긋한 풀냄새의 기억들, UMass at Amherst",건축공학전공,학부,2004,/partner/expReport.asp?id=1309&page=6&bgbn=R,0.25528204441070557
57,6,UMass에서의 1년,상경계열,학부,2003-2004,/partner/expReport.asp?id=1267&page=6&bgbn=R,0.731432318687439
58,5,UMass에서의 1년,경영학전공,학부,2003-2004,/partner/expReport.asp?id=1194&page=6&bgbn=R,0.731432318687439
59,4,U of Massachusetts - 탁영혜,정치외교학과,학부,2001-2002,/partner/expReport.asp?id=647&page=6&bgbn=R,0.594992995262146
60,3,"U of Massachusetts, Amherst - 정지영",상경계열,학부,1999-2000,/partner/expReport.asp?id=623&page=7&bgbn=R,0.5163494348526001
61,2,"U of Massachusetts, Amherst - 정수영",생활디자인전공,학부,2001,/partner/expReport.asp?id=509&page=7&bgbn=R,0.5163494348526001
62,1,"U of Massachusetts, Amherst - 이춘식",경영학전공,학부,2001,/partner/expReport.asp?id=481&page=7&bgbn=R,0.5163494348526001
