,No,제목,학과,과정,년도,href,BERT_SCORE,RNN_SCORE
15,34,"행복했던 그 곳, Kristianstad",국어국문학과,학부,2012,/partner/expReport.asp?id=6085&page=2&bgbn=R,1,0.9405602812767029
16,33,북유럽이 가져다준 변화,영어영문학과,학부,2012,/partner/expReport.asp?id=5748&page=2&bgbn=R,0,0.5864884853363037
17,32,여유로움을 배울 수 있는 그곳,영어영문학과,학부,2009,/partner/expReport.asp?id=5539&page=2&bgbn=R,1,0.864798903465271
18,31,삶을 되돌아 볼 수 있는 곳,경영학과,학부,2011,/partner/expReport.asp?id=5538&page=2&bgbn=R,1,0.9505120515823364
19,30,"hej hej, 북유럽의 아름다운 나라 Sweden!",정치외교학과,학부,2010,/partner/expReport.asp?id=5485&page=2&bgbn=R,1,0.7551074624061584
20,29,20대에 발견한 진정한 휴식처,의류환경학과,학부,2010-2011,/partner/expReport.asp?id=5470&page=3&bgbn=R,1,0.9176702499389648
21,28,북유럽에서만 꿈 꿀 수 있는..,신문방송학과,학부,2011,/partner/expReport.asp?id=5159&page=3&bgbn=R,1,0.8820199966430664
22,27,춥지만 따뜻했던 한 학기,생활과학대학 주거환경학과,학부,2010,/partner/expReport.asp?id=5150&page=3&bgbn=R,1,0.896141529083252
23,26,아름다운 북구의 땅에서 발견하는 새로운 나의 모습,건축학과,학부,2009,/partner/expReport.asp?id=5068&page=3&bgbn=R,1,0.9774327278137207
24,25,여유와 한가로움을 느껴보고 싶다면....,생활과학대학 식품영양학과,학부,2010,/partner/expReport.asp?id=5004&page=3&bgbn=R,1,0.8801324367523193
25,24,평화로운 스웨덴에서의 나날,영어영문학과,학부,2011,/partner/expReport.asp?id=4988&page=3&bgbn=R,1,0.8264546394348145
26,23,다시 기회가 와도 스웨덴으로 가고 싶어요,금속시스템공학과,학부,2010,/partner/expReport.asp?id=4826&page=3&bgbn=R,1,0.9458174109458923
27,22,진정한 여유로움을 맛볼 수 있는 그 곳. Kristianstad,교육학과,학부,2010,/partner/expReport.asp?id=4663&page=3&bgbn=R,1,0.9760922193527222
28,21,스웨덴에서의,영어영문학과,학부,2009,/partner/expReport.asp?id=4583&page=3&bgbn=R,1,0.5145506262779236
29,20,스웨덴의 밤은 당신의 밤보다 길다,정치외교학,학부,2010,/partner/expReport.asp?id=4358&page=3&bgbn=R,1,0.876876711845398
30,19,아름다운 kristianstad에서의 1년,국제관계학,학부,2008,/partner/expReport.asp?id=4194&page=4&bgbn=R,1,0.8807148337364197
31,18,"소박했던, 행복했던 꿈만 같은 스웨덴에서의 나날들",사회복지학과,학부,2009,/partner/expReport.asp?id=4114&page=4&bgbn=R,1,0.9640223383903503
32,17,Kristianstad,응용통계학,학부,2008,/partner/expReport.asp?id=3822&page=4&bgbn=R,0,0.47254469990730286
33,16,스웨덴과의 특별한 인연,화학공학과,학부,2009,/partner/expReport.asp?id=3753&page=4&bgbn=R,1,0.8648642301559448
34,15,너무 값지고 예쁜 추억의 1년,의류환경,학부,2008-2009,/partner/expReport.asp?id=3730&page=4&bgbn=R,1,0.9155811071395874
35,14,내게 깊은 인상을 남겨주었던 소중한 1년,전기전자 공학부,학부,2008,/partner/expReport.asp?id=3511&page=4&bgbn=R,1,0.9372208118438721
36,13,"살기좋은 북유럽의 핵심, 스웨덴",심리학과,학부,2008,/partner/expReport.asp?id=3429&page=4&bgbn=R,1,0.7035613059997559
37,12,많은 것을 배울 수 있었던 시간,영어영문학과,학부,2007,/partner/expReport.asp?id=2945&page=4&bgbn=R,1,0.6649170517921448
38,11,유럽에서의 행복했던 1년,생활디자인,학부,2007,/partner/expReport.asp?id=2906&page=4&bgbn=R,0,0.8934720158576965
39,10,스웨덴에서의 즐거웠던 나날들,경영학과,학부,2007,/partner/expReport.asp?id=2902&page=4&bgbn=R,1,0.9209545850753784
40,9,"북쪽 나라의 남쪽 끝, Kristianstad",영어영문학과,학부,2006-2007,/partner/expReport.asp?id=2648&page=5&bgbn=R,1,0.6731650829315186
41,8,스웨덴에서 여유와 풍요를 얻다,영어영문학과,학부,2006-2007,/partner/expReport.asp?id=2614&page=5&bgbn=R,1,0.8406126499176025
42,7,여유롭고 한가했던 스웨덴,경영학과,학부,2006,/partner/expReport.asp?id=2309&page=5&bgbn=R,1,0.5324726700782776
43,6,여유를 찾게 해준 kristianstad,영어영문학과,학부,2006,/partner/expReport.asp?id=2255&page=5&bgbn=R,1,0.8229717016220093
44,5,신비스럽고 낯선 북유럽 국가에서의 체험,건축공학과,학부,2005,/partner/expReport.asp?id=1951&page=5&bgbn=R,1,0.8690663576126099
45,4,조용조용 느긋한 스웨덴 사람들과 함께 살기.,문과대학 국어국문학과,학부,2005,/partner/expReport.asp?id=1941&page=5&bgbn=R,0,0.6459491848945618
46,3,스웨덴에서의 소중한 추억을 뒤로 하고..,주거환경학과,학부,2005,/partner/expReport.asp?id=1660&page=5&bgbn=R,0,0.825078010559082
47,2,스웨덴에서의 짧은 기억,경영정보학전공,학부,2004,/partner/expReport.asp?id=1449&page=5&bgbn=R,1,0.8735681772232056
48,1,Kristianstad University,영어영문학전공,학부,2004,/partner/expReport.asp?id=1443&page=5&bgbn=R,0,0.48335328698158264
