,No,제목,학과,과정,년도,href,BERT_SCORE,RNN_SCORE
35,40,다시 돌아가고 싶은 노르웨이,행정학과,학부,212,/partner/expReport.asp?id=5705&page=4&bgbn=R,1,0.6968374252319336
36,39,"북쪽으로 가는 길, 노르웨이",영어영문학과,학부,2010-2011,/partner/expReport.asp?id=5565&page=4&bgbn=R,0,0.4908910393714905
37,38,오슬로에서의 소중한 한학기,경제학과,학부,2011,/partner/expReport.asp?id=5391&page=4&bgbn=R,1,0.8361818194389343
38,37,너무나 많은 것을 안겨준 노르웨이,화학공학과,학부,2011,/partner/expReport.asp?id=5379&page=4&bgbn=R,1,0.5598013401031494
39,36,행복했던 1년간의 오슬로 생활,정치외교학과,학부,2010-2011,/partner/expReport.asp?id=5226&page=4&bgbn=R,0,0.9044970870018005
40,35,"사랑할 수밖에 없는 나라, 노르웨이.",신학과,학부,2010-2011,/partner/expReport.asp?id=5182&page=5&bgbn=R,1,0.5441568493843079
41,34,사랑해요 노르웨이 :^),아동가족,학부,2010,/partner/expReport.asp?id=5108&page=5&bgbn=R,1,0.6485403776168823
42,33,평화의 나라 노르웨이:),심리학과,학부,2011,/partner/expReport.asp?id=5023&page=5&bgbn=R,1,0.388319194316864
43,32,"내 마음의, 내 추억의 안식처 노르웨이",철학과,학부,2010,/partner/expReport.asp?id=4786&page=5&bgbn=R,1,0.7819643020629883
44,31,노르웨이에서의 한 학기,정치외교학,학부,2010,/partner/expReport.asp?id=4683&page=5&bgbn=R,1,0.4909902811050415
45,30,평등을 실현하는 노르웨이에서의 일 년,영어영문학과,학부,2009,/partner/expReport.asp?id=4576&page=5&bgbn=R,1,0.8109190464019775
46,29,여유와 평화의 나라 노르웨이,사회학과,학부,2010,/partner/expReport.asp?id=4468&page=5&bgbn=R,1,0.6950815320014954
47,28,"잊지못할 기억을 선물해준, 노르웨이",식품영양학과,학부,2009,/partner/expReport.asp?id=4125&page=5&bgbn=R,1,0.8863439559936523
48,27,"잊지 못할 나의 소중한 기억, 노르웨이",식품영양학과,학부,2009,/partner/expReport.asp?id=4102&page=5&bgbn=R,1,0.7653151154518127
49,26,노르웨이에서 꿈같은 1년,경영학과,학부,2009,/partner/expReport.asp?id=4012&page=5&bgbn=R,1,0.6424932479858398
50,25,오롯이 나에게 충실했던 오슬로에서의 그 순간들,신문방송학과,학부,2008-2009,/partner/expReport.asp?id=3884&page=6&bgbn=R,1,0.9367536902427673
51,24,노르웨이에서의 좋은 시간들,심리학,학부,2008,/partner/expReport.asp?id=3878&page=6&bgbn=R,1,0.7587858438491821
52,23,평화학의 본 고장,국제관계학과,학부,2008,/partner/expReport.asp?id=3371&page=6&bgbn=R,1,0.5921463370323181
53,22,나의 특별한 노르웨이,사회학과,학부,2007-2008,/partner/expReport.asp?id=3300&page=6&bgbn=R,0,0.32310327887535095
54,21,여유가 숨쉬는 나라-Norway,신문방송학과,학부,2008,/partner/expReport.asp?id=3271&page=6&bgbn=R,1,0.8047435283660889
55,20,"널 잊지 못할거야, 노르웨이:)",심리학과,학부,2007-2008,/partner/expReport.asp?id=3177&page=6&bgbn=R,1,0.6139909029006958
56,19,평화와 여유의 나라-노르웨이!,국어국문 신문방송,학부,2007,/partner/expReport.asp?id=3099&page=6&bgbn=R,1,0.6341584920883179
57,18,"넘치도록 풍요로웠던 1년 노르웨이, UIO",법학과,학부,2007,/partner/expReport.asp?id=2939&page=6&bgbn=R,1,0.550061821937561
58,17,오슬로에서의 최고의 값진 1년,영어영문학과,학부,2007,/partner/expReport.asp?id=2935&page=6&bgbn=R,0,0.9621595144271851
59,16,오슬로 대학에서의 일년,영어영문학과,학부,2006,/partner/expReport.asp?id=2733&page=6&bgbn=R,0,0.7431241273880005
60,15,노르웨이에서의 그 소중했던 시간들,토목환경공학과,학부,2007,/partner/expReport.asp?id=2643&page=7&bgbn=R,1,0.7433686852455139
61,14,UiO,경제학과,학부,2006-2007,/partner/expReport.asp?id=2639&page=7&bgbn=R,0,0.47254469990730286
62,13,"매력적인 스칸디나비아, 노르웨이에서",사회학과,학부,2005,/partner/expReport.asp?id=2560&page=7&bgbn=R,1,0.6678164601325989
63,12,북유럽 대표주자 노르웨이에서의 1년,아동가족학과,학부,2006,/partner/expReport.asp?id=2282&page=7&bgbn=R,0,0.7716251015663147
64,11,오슬로에서의 1년,정치외교학과,학부,2005-2006,/partner/expReport.asp?id=2150&page=7&bgbn=R,0,0.7241103053092957
65,10,지상 최대의 낙원 노르웨이,사회과학대학 신문방송학과,학부,2005,/partner/expReport.asp?id=2105&page=7&bgbn=R,1,0.5289440751075745
66,9,노르웨이에서의 새로운 경험.,영어영문학과,학부,2006,/partner/expReport.asp?id=2104&page=7&bgbn=R,1,0.9093443751335144
67,8,"여유로운 나라, 노르웨이",경제학과,학부,2005,/partner/expReport.asp?id=2042&page=7&bgbn=R,1,0.723301887512207
68,7,노르웨이에서의 일년,정치외교학과,학부,2005,/partner/expReport.asp?id=2000&page=7&bgbn=R,1,0.522039532661438
69,6,Velkommen til Norge!!,교육과학대학 교육학과,학부,2005,/partner/expReport.asp?id=1923&page=7&bgbn=R,1,0.4899306297302246
70,5,오슬로에서의 일년.,생활디자인,학부,2004-2005,/partner/expReport.asp?id=1773&page=8&bgbn=R,1,0.8149508833885193
71,4,"다시 찾고 싶은 그 곳, 노르웨이.",신문방송학과,학부,2004-2005,/partner/expReport.asp?id=1665&page=8&bgbn=R,1,0.8420990109443665
72,3,노르웨이에서의 즐거웠던 한학기.,경영학전공,학부,2003,/partner/expReport.asp?id=1080&page=8&bgbn=R,1,0.8683161735534668
73,2,오슬로에서의 한 학기,심리학전공,학부,2003,/partner/expReport.asp?id=1068&page=8&bgbn=R,1,0.7241103053092957
74,1,색다른 선택 UIO,신문방송학과,학부,2003,/partner/expReport.asp?id=1067&page=8&bgbn=R,1,0.8351989388465881
