,No,제목,학과,과정,년도,href,RNN_SCORE
17,376,버클리에서의 1년,아시아학과,학부,2019,/partner/expReport.asp?id=16244&page=2&bgbn=R,0.5977693796157837
18,375,버클리에서의 1년,사회학과,학부,2019,/partner/expReport.asp?id=16239&page=2&bgbn=R,0.5977693796157837
19,374,버클리 교환학생 생활 보고서,국제학과,학부,2019,/partner/expReport.asp?id=16237&page=2&bgbn=R,0.3272084593772888
20,373,버클리 가을학기,교육학과,학부,2019,/partner/expReport.asp?id=16076&page=3&bgbn=R,0.4819529354572296
21,372,버클리에서의 특별한 한 학기,심리학 / 언론홍보영상학,학부,2019,/partner/expReport.asp?id=15963&page=3&bgbn=R,0.7419456243515015
22,371,도전의 연속이었던 버클리에서의 1.5학기,"영어영문학과, 경영학과",학부,2019,/partner/expReport.asp?id=15917&page=3&bgbn=R,0.5368661284446716
23,370,버클리에서의 한 학기,언론홍보영상학부,학부,2019,/partner/expReport.asp?id=15847&page=3&bgbn=R,0.5977693796157837
24,369,UC 버클리 경험보고서,영어영문학과,학부,2018-2019,/partner/expReport.asp?id=15816&page=3&bgbn=R,0.35503679513931274
25,368,버클리에서의 의미있었던 1년!,언론홍보영상학부,학부,2018-2019,/partner/expReport.asp?id=15797&page=3&bgbn=R,0.712762713432312
26,367,버클리에서의 1년,정치외교학과,학부,2018-2019,/partner/expReport.asp?id=15743&page=3&bgbn=R,0.5977693796157837
27,366,나를 성장시켜준 '버클리'에서의 1년,사회학과,학부,2018-2019,/partner/expReport.asp?id=15742&page=3&bgbn=R,0.6511602401733398
28,365,1 semester at Berkeley,생명과학공학과,학부,2019,/partner/expReport.asp?id=15625&page=3&bgbn=R,0.5123575925827026
29,364,UC Berkeley에서의 한학기,UD Econ,학부,2019,/partner/expReport.asp?id=15613&page=3&bgbn=R,0.7022072076797485
30,363,파견학생 경험보고서,경제학과,학부,2019,/partner/expReport.asp?id=15603&page=4&bgbn=R,0.7932204008102417
31,362,버클리에서의 한학기,경영학과,학부,2019,/partner/expReport.asp?id=15580&page=4&bgbn=R,0.5977693796157837
32,361,UC Berkeley 경험보고서,신소재공학과,학부,2019,/partner/expReport.asp?id=15572&page=4&bgbn=R,0.6680845022201538
33,360,경험보고서,경제학과,학부,2019,/partner/expReport.asp?id=15563&page=4&bgbn=R,0.7555708289146423
34,359,고맙습니다 버클리,화공생명공학과,학부,2018-2019,/partner/expReport.asp?id=15558&page=4&bgbn=R,0.5686037540435791
35,358,버클리 경험 보고서,EIC / CDM,학부,2018-2019,/partner/expReport.asp?id=15534&page=4&bgbn=R,0.31429311633110046
36,357,버클리 맛집 가이드,경제학과,학부,2018,/partner/expReport.asp?id=15338&page=4&bgbn=R,0.22611084580421448
37,356,잊지 못할 버클리에서의 1년,사학과,학부,2018,/partner/expReport.asp?id=15282&page=4&bgbn=R,0.8258012533187866
38,355,버클리 경험 보고서,응용통계학과,학부,2018,/partner/expReport.asp?id=15168&page=4&bgbn=R,0.31429311633110046
39,354,잊지 못할 버클리에서의 기억,정치외교학과,학부,2016-2017,/partner/expReport.asp?id=15109&page=4&bgbn=R,0.8778971433639526
40,353,버클리 파견보고서,물리학과,학부,2017-2018,/partner/expReport.asp?id=14997&page=5&bgbn=R,0.34067797660827637
41,352,버클리 경험보고서,경영학과,학부,2017-2018,/partner/expReport.asp?id=14938&page=5&bgbn=R,0.31429311633110046
42,351,버클리에서의 한 학기,실내건축학과,학부,2018,/partner/expReport.asp?id=14852&page=5&bgbn=R,0.5977693796157837
43,350,Berkeley에서의 한학기,행정학과,학부,2018,/partner/expReport.asp?id=14835&page=5&bgbn=R,0.731432318687439
44,349,UC Berkeley에서의 소중한 한 해,생명과학공학,학부,2017-2018,/partner/expReport.asp?id=14798&page=5&bgbn=R,0.8479107618331909
45,348,UC Berkeley and the Bay Area,UIC,학부,2018,/partner/expReport.asp?id=14796&page=5&bgbn=R,0.5139521360397339
46,347,UC Berkeley 경험보고서,경제,학부,2017-2018,/partner/expReport.asp?id=14759&page=5&bgbn=R,0.6680845022201538
47,346,UC 버클리에서의 한 학기,사학과,학부,2018,/partner/expReport.asp?id=14750&page=5&bgbn=R,0.5806298851966858
48,345,버클리에서의 한 학기,나노과학공학,학부,2018,/partner/expReport.asp?id=14740&page=5&bgbn=R,0.5977693796157837
49,344,버클리의 여름학기,경영학과,학부,2016,/partner/expReport.asp?id=14690&page=5&bgbn=R,0.49141570925712585
50,343,열두달의 미국생활,글로벌행정,학부,2017,/partner/expReport.asp?id=14581&page=6&bgbn=R,0.5230967998504639
51,342,1년 버클리,토목환경공학과,학부,2017,/partner/expReport.asp?id=14474&page=6&bgbn=R,0.34628862142562866
52,341,"버클리, 1년",기계공학부,학부,2017,/partner/expReport.asp?id=14427&page=6&bgbn=R,0.20401433110237122
53,340,Berkeley에서의 한 학기,불어불문학과,학부,2017,/partner/expReport.asp?id=14356&page=6&bgbn=R,0.731432318687439
54,339,버클리에서의 생활,UD 경제,학부,2017,/partner/expReport.asp?id=14133&page=6&bgbn=R,0.5712617635726929
55,338,버클리에서의 한 학기,경제학부,학부,2017,/partner/expReport.asp?id=14030&page=6&bgbn=R,0.5977693796157837
56,337,버클리에서의 생활을 마치며,UD,학부,2016-2017,/partner/expReport.asp?id=13995&page=6&bgbn=R,0.8238463401794434
57,336,버클리에서의 일년,경영학과,학부,2016-2017,/partner/expReport.asp?id=13979&page=6&bgbn=R,0.569811224937439
58,335,여름의 버클리,영어영문학과,학부,2014,/partner/expReport.asp?id=13948&page=6&bgbn=R,0.5860122442245483
59,334,"내가 원하던 나의 모습, 내가 몰랐던 나의 모습.",문화디자인경영학과,학부,2016-2017,/partner/expReport.asp?id=13921&page=6&bgbn=R,0.7010743021965027
60,333,"기회의 땅 미국, 기회의 캠퍼스 버클리",경제학과,학부,2016-2107,/partner/expReport.asp?id=13901&page=7&bgbn=R,0.8180184364318848
61,332,버클리 계절학기 경험보고서,영어영문학과,학부,2014,/partner/expReport.asp?id=13881&page=7&bgbn=R,0.49134835600852966
62,331,버클리에서의 일 년,정치외교학과,학부,2016,/partner/expReport.asp?id=13650&page=7&bgbn=R,0.569811224937439
63,330,추억할 것들이 너무 많은 1년의 버클리 생활,생활디자인학과,학부,2016,/partner/expReport.asp?id=13638&page=7&bgbn=R,0.7416061162948608
64,329,모두에게 추천하고 싶은 버클리에서의 일 년,불어불문학과,학부,2016,/partner/expReport.asp?id=13615&page=7&bgbn=R,0.9132387042045593
65,328,힘들었던만큼 많이 생각날 UC Berkeley에서의 1년,문화디자인경영학과,학부,2016,/partner/expReport.asp?id=13575&page=7&bgbn=R,0.7847089767456055
66,327,행복했던 교환생활,경제학과,학부,2016,/partner/expReport.asp?id=13574&page=7&bgbn=R,0.8080487847328186
67,326,참 좋은 버클리,언론홍보영상학부,학부,2016,/partner/expReport.asp?id=13567&page=7&bgbn=R,0.512719452381134
68,325,꿈을 향한 1년,시스템생물학과,학부,2016,/partner/expReport.asp?id=13566&page=7&bgbn=R,0.8323334455490112
69,324,버클리 교환생활,경제학과,학부,2016,/partner/expReport.asp?id=13534&page=7&bgbn=R,0.22589075565338135
70,323,"""시원섭섭"" in Berkeley",신소재공학과,학부,2016-2,/partner/expReport.asp?id=13533&page=8&bgbn=R,0.5122702717781067
71,322,다양한 경험을 할 수 있는 버클리,사회복지학과,학부,2016,/partner/expReport.asp?id=13473&page=8&bgbn=R,0.5649071335792542
72,321,버클리에서의 잊지 못할 1년,언론홍보영상학부,학부,2016,/partner/expReport.asp?id=13462&page=8&bgbn=R,0.802608847618103
73,320,다사다난했던 버클리에서의 1년,응용통계학과,학부,2016,/partner/expReport.asp?id=13461&page=8&bgbn=R,0.6679056882858276
74,319,교환학생- 버클리에서 1년,EIC,학부,2016,/partner/expReport.asp?id=13457&page=8&bgbn=R,0.25903400778770447
75,318,꿈만 같았던 버클리에서의 일년,화공생명공학과,학부,2016,/partner/expReport.asp?id=13454&page=8&bgbn=R,0.6911539435386658
76,317,소중했던 버클리에서의 한학기,언더우드 국제학과,학부,2016,/partner/expReport.asp?id=13415&page=8&bgbn=R,0.6335901021957397
77,316,즐거웠던 버클리에서의 여름계절학기,국어국문학과,학부,2016,/partner/expReport.asp?id=13302&page=8&bgbn=R,0.8818355798721313
78,315,topdog이 그리운 버클리,국제학과,학부,2015-2016,/partner/expReport.asp?id=13263&page=8&bgbn=R,0.4453406035900116
79,314,강렬한 추억의 중심 버클리,경영,학부,2014,/partner/expReport.asp?id=13201&page=8&bgbn=R,0.6092668175697327
80,313,정말 쉽게 얻지 못할 귀한 1년,정치외교학과/경제학과,학부,2015-2016,/partner/expReport.asp?id=13193&page=9&bgbn=R,0.5263571739196777
81,312,UC Berkeley 경험보고서,경영학과,학부,2015-2016,/partner/expReport.asp?id=13182&page=9&bgbn=R,0.6680845022201538
82,311,버클리에서의 잊지못할 경험,불문/경제,학부,2015-2016,/partner/expReport.asp?id=13181&page=9&bgbn=R,0.8544323444366455
83,310,버클리에서의 9개월,식품영양학과,학부,2015-2016,/partner/expReport.asp?id=13180&page=9&bgbn=R,0.6103346943855286
84,309,UC Berkeley 교환학생 1년,심리학,학부,2015-2016,/partner/expReport.asp?id=13162&page=9&bgbn=R,0.5123575925827026
85,308,버클리에서의 1년,사학과,학부,2016,/partner/expReport.asp?id=13047&page=9&bgbn=R,0.5977693796157837
86,307,새로운 곳에서의 즐거운 시간,경제학과,학부,2016,/partner/expReport.asp?id=13013&page=9&bgbn=R,0.9560493230819702
87,306,unique experience at Berkeley,국제대학,학부,2016,/partner/expReport.asp?id=13005&page=9&bgbn=R,0.5123575925827026
88,305,나를 성장시킨 UC버클리에서의 두 학기,"교육학과(본교), Gender Studies(파견교)",학부,2015-2016,/partner/expReport.asp?id=12984&page=9&bgbn=R,0.767988920211792
89,304,Go bears !,신문방송/문화인류,학부,2015-2016,/partner/expReport.asp?id=12950&page=9&bgbn=R,0.515648603439331
90,303,재밌었던 유씨버클리의 일년,Asian Studies,학부,2015-2016,/partner/expReport.asp?id=12790&page=10&bgbn=R,0.7773073315620422
91,302,행복했던 버클리에서의 일년,정치외교학과,학부,2015,/partner/expReport.asp?id=12761&page=10&bgbn=R,0.8058474659919739
92,301,버클리 생활,정치외교학과,학부,2015,/partner/expReport.asp?id=12630&page=10&bgbn=R,0.18860289454460144
93,300,"인생의 터닝포인트, 버클리에서의 시간",행정학과,학부,2014-2015,/partner/expReport.asp?id=12608&page=10&bgbn=R,0.7873548865318298
94,299,언제나 그리울 버클리!,중어중문학과,학부,2015,/partner/expReport.asp?id=12586&page=10&bgbn=R,0.5250973105430603
95,298,버클리 교환학생 후기,영어영문학과,학부,2015,/partner/expReport.asp?id=12581&page=10&bgbn=R,0.2818288803100586
96,297,UC Berkeley에서의 1년,교육학과,학부,2015,/partner/expReport.asp?id=12530&page=10&bgbn=R,0.7022072076797485
97,296,UC Berkeley에서 많이 배우고 돌아왔습니다!,UIC UD 경제학과,학부,2015,/partner/expReport.asp?id=12526&page=10&bgbn=R,0.6613110899925232
98,295,UC BERKELEY 교환학생 수기,UIC 경제학과,학부,2015,/partner/expReport.asp?id=12511&page=10&bgbn=R,0.5123575925827026
99,294,UC BERKELEY 2015,실내건축/건축공학,학부,2015,/partner/expReport.asp?id=12478&page=10&bgbn=R,0.515648603439331
100,293,"후회 없는 선택, UCB!",중어중문학과,학부,2015,/partner/expReport.asp?id=12476&page=11&bgbn=R,0.8008004426956177
101,292,버클리에서의 도전과 고통과 성취의 시간,경영학부,학부,2014,/partner/expReport.asp?id=12471&page=11&bgbn=R,0.6833853721618652
102,291,버클리에서의 1년,경영학과,학부,2014-2015,/partner/expReport.asp?id=12418&page=11&bgbn=R,0.5977693796157837
103,290,여름 계절학기 in Berkeley,생활디자인,학부,2015,/partner/expReport.asp?id=12413&page=11&bgbn=R,0.7701144218444824
104,289,내 인생의 제일 아름다웠던 일년,uic 경제학과,학부,2014-2015,/partner/expReport.asp?id=12347&page=11&bgbn=R,0.9356541633605957
105,288,파견보고서,영어영문학과,학부,2014-2015,/partner/expReport.asp?id=12296&page=11&bgbn=R,0.7255330681800842
106,287,버클리에서 1년 간의 교환학생 생활,영어영문학과,학부,2013,/partner/expReport.asp?id=12269&page=11&bgbn=R,0.4193127751350403
107,286,"썸머세션/내집구해 살아보기,레일패스여행(캘리포니아),100%즐기기",교육학과,학부,2013,/partner/expReport.asp?id=12254&page=11&bgbn=R,0.6098434925079346
108,285,꿈 같았던 UC Berkeley,UIC 아시아학과,학부,2014-2015,/partner/expReport.asp?id=12227&page=11&bgbn=R,0.866302490234375
109,284,행복했던 버클리에서의 1년,영어영문학과,학부,2014-2015,/partner/expReport.asp?id=12214&page=11&bgbn=R,0.8009476065635681
110,283,가장 행복했던 UCB에서의 1년,영어영문학과/정치외교학과,학부,2014-2015,/partner/expReport.asp?id=12191&page=12&bgbn=R,0.9400070309638977
111,282,행복했던 UCB에서의 경험,경제학과,학부,2014-2015,/partner/expReport.asp?id=12112&page=12&bgbn=R,0.9094028472900391
112,281,UC버클리에서의 두 학기,스포츠레저학과/행정학과,학부,2014-2015,/partner/expReport.asp?id=12104&page=12&bgbn=R,0.5616929531097412
113,280,교솬 생활 적응하기,언론홍보영상 (신문방송),학부,2014-2015,/partner/expReport.asp?id=12033&page=12&bgbn=R,0.5577455163002014
114,279,버클리에서의 1년,영어영문학과,학부,2014,/partner/expReport.asp?id=11999&page=12&bgbn=R,0.5977693796157837
115,278,UC Berkeley에서의 1년,응용통계학과,학부,2014-2015,/partner/expReport.asp?id=11920&page=12&bgbn=R,0.7022072076797485
116,277,내 인생에서 가장 의미깊었던 1년,경제학과,학부,2014-2015,/partner/expReport.asp?id=11910&page=12&bgbn=R,0.9747573137283325
117,276,Go Bears! 알찬 교환학생을 위한 알짜 팁,정치외교학과,학부,2014,/partner/expReport.asp?id=11883&page=12&bgbn=R,0.6183357834815979
118,275,내 인생의 황금기 UCB,화학과,학부,2014,/partner/expReport.asp?id=10739&page=12&bgbn=R,0.8461341857910156
119,274,Exchange program 2014,언더우드학부 경제학과,학부,2014,/partner/expReport.asp?id=10721&page=12&bgbn=R,0.515648603439331
120,273,다시 간다해도 무조건 0순위로 가고픈 ucb,"행정,심리",학부,2014,/partner/expReport.asp?id=10673&page=13&bgbn=R,0.9713935852050781
121,272,가장 행복했던 버클리에서의 1년,사회학과,학부,2014,/partner/expReport.asp?id=10667&page=13&bgbn=R,0.9160116314888
122,271,인생의 전환점이 될 수 있을 버클리에서의 1년,시스템생물학/심리학,학부,2014,/partner/expReport.asp?id=7577&page=13&bgbn=R,0.841773271560669
123,270,꿈이 현실로 - UC Berkeley에서 인생 최고의 날들을 보내다.,심리학과,학부,2014,/partner/expReport.asp?id=7570&page=13&bgbn=R,0.9753024578094482
124,269,Cal! Go Bears!,영어영문학과,학부,2014,/partner/expReport.asp?id=7556&page=13&bgbn=R,0.5122702717781067
125,268,UC Berkeley 에서의 1년,영어영문학과/심리학과,학부,2013-2014,/partner/expReport.asp?id=7480&page=13&bgbn=R,0.7022072076797485
126,267,UC버클리로 본 미국,노어노문학과,학부,2014,/partner/expReport.asp?id=7463&page=13&bgbn=R,0.27262237668037415
127,266,2014 uc버클리 잊지못할 여름계절학기!,실내건축학과,학부,2014,/partner/expReport.asp?id=7434&page=13&bgbn=R,0.6279462575912476
128,265,나를 성장할 수 있게 해준 버클리에서의 1년 -2-,정치외교학과,학부,2013-2014,/partner/expReport.asp?id=7431&page=13&bgbn=R,0.8550143241882324
129,264,1년 간의 미국 대학 생활,정치외교학과,학부,2013-2014,/partner/expReport.asp?id=7426&page=13&bgbn=R,0.6426571011543274
130,263,버클리에서의 1년,영어영문학과,학부,2013,/partner/expReport.asp?id=7336&page=14&bgbn=R,0.5977693796157837
131,262,참 좋은 사람들과 함께 세상에 대한 인식과 지평을 넓힌 UC 버클리에서의 1년,신문방송학/정치외교학,학부,2013-2014,/partner/expReport.asp?id=7287&page=14&bgbn=R,0.6886534094810486
132,261,버클리에서의 1년,경제학과,학부,2013-2014,/partner/expReport.asp?id=7270&page=14&bgbn=R,0.5977693796157837
133,260,버클리에서의 의미 있는 일년,화공생명공학과,학부,2013-2014,/partner/expReport.asp?id=7268&page=14&bgbn=R,0.6585134863853455
134,259,UC 버클리에서의 생애 가장 뿌듯한 일 년,정보산업공학과,학부,2013-2014,/partner/expReport.asp?id=7257&page=14&bgbn=R,0.887109637260437
135,258,인생의 1/22를 차지하는 버클리에서의 값진 교환 생활,언더우드국제대학 국제학과,학부,2013-2014,/partner/expReport.asp?id=7250&page=14&bgbn=R,0.7413149476051331
136,257,새로운 경험을 할 수 있었던 버클리!,문헌정보학과,학부,2013-2014,/partner/expReport.asp?id=7246&page=14&bgbn=R,0.6708658337593079
137,256,행복했던 버클리에서의 일년,심리학과,학부,2013-2014,/partner/expReport.asp?id=7183&page=14&bgbn=R,0.8058474659919739
138,255,버클리의 따뜻한 햇살을 기억하며...,경영학과,학부,2013-2014,/partner/expReport.asp?id=7153&page=14&bgbn=R,0.7782158851623535
139,254,Fall 2013- Spring 2014 UC Berkeley,언더우드국제대학 국제학과,학부,2013-2014,/partner/expReport.asp?id=7124&page=14&bgbn=R,0.5163494348526001
140,253,UC Berkeley!,수학과,학부,2013,/partner/expReport.asp?id=7029&page=15&bgbn=R,0.515648603439331
141,252,UC Berkeley 봄-가을학기 경험보고서,영어영문학과,학부,2013,/partner/expReport.asp?id=6996&page=15&bgbn=R,0.7637805938720703
142,251,버클리에서의 1년,영어영문학과,학부,2013,/partner/expReport.asp?id=6963&page=15&bgbn=R,0.5977693796157837
143,250,UC Berkeley 경험 보고서,신문방송학과,학부,2013,/partner/expReport.asp?id=6821&page=15&bgbn=R,0.6680845022201538
144,249,2013 UCB 가을학기 경험보고,신문방송학과,학부,2013,/partner/expReport.asp?id=6817&page=15&bgbn=R,0.8252047300338745
145,248,버클리 :),경제학부,학부,2013,/partner/expReport.asp?id=6812&page=15&bgbn=R,0.21263551712036133
146,247,나를 성장하게 해준 버클리에서의 일년,언더우드국제학부,학부,2013,/partner/expReport.asp?id=6795&page=15&bgbn=R,0.8621211051940918
147,246,최고의 berkeley에서 1년,경영학과,학부,2012-2013,/partner/expReport.asp?id=6756&page=15&bgbn=R,0.9282921552658081
148,245,경험보고서,경제학과,학부,2013,/partner/expReport.asp?id=6742&page=15&bgbn=R,0.7555708289146423
149,244,UC버클리,건축학과,학부,2013,/partner/expReport.asp?id=6717&page=15&bgbn=R,0.34628862142562866
150,243,UC Berkeley 여름 계절학기 수강후기,행정학과,학부,2013,/partner/expReport.asp?id=6707&page=16&bgbn=R,0.7423433065414429
151,242,버클리 계절 후기,화공생명공학과,학부,2013,/partner/expReport.asp?id=6702&page=16&bgbn=R,0.42919921875
152,241,UC Berkeley에서의 한 학기,사회복지학/정치외교학,학부,2011,/partner/expReport.asp?id=6695&page=16&bgbn=R,0.7022072076797485
153,240,버클리 생활 1년,경영학과,학부,2012-2013,/partner/expReport.asp?id=6673&page=16&bgbn=R,0.19796252250671387
154,239,UC berkeley,경제학과,학부,2012-2013,/partner/expReport.asp?id=6665&page=16&bgbn=R,0.5230967998504639
155,238,버클리에서의 1년,신문방송학과,학부,2012,/partner/expReport.asp?id=6643&page=16&bgbn=R,0.5977693796157837
156,237,꿈 같았던 버클리에서의 1년:),신문방송학과,학부,2012-2013,/partner/expReport.asp?id=6634&page=16&bgbn=R,0.7659845352172852
157,236,최고..,정치외교학과,학부,2013,/partner/expReport.asp?id=6577&page=16&bgbn=R,0.9199921488761902
158,235,버클리에서의 여유로웠던 일년,의류환경학과,학부,2012-2013,/partner/expReport.asp?id=6567&page=16&bgbn=R,0.7051510214805603
159,234,생각을 바꾼 버클리,영어영문학과,학부,2012-2013,/partner/expReport.asp?id=6557&page=16&bgbn=R,0.3992125391960144
160,233,다시 돌아가고픈 Berkeley,사회학과,학부,2012-2013,/partner/expReport.asp?id=6549&page=17&bgbn=R,0.9652196168899536
161,232,이제 제 2의 홈그라운드 버클리,경제학과,학부,2012-2013,/partner/expReport.asp?id=6526&page=17&bgbn=R,0.2881797254085541
162,231,즐겁고 알찼던 버클리 생활,정치외교학과,학부,2013,/partner/expReport.asp?id=6497&page=17&bgbn=R,0.7620812058448792
163,230,"Naked Run, 실리콘밸리, 프로그래밍 대회1등, 벤처투자받고, 죽을뻔한 경험도",정보산업공학과,학부,2012-2013,/partner/expReport.asp?id=6429&page=17&bgbn=R,0.1997939646244049
164,229,조금은 외로웠던 버클리 생활,국제학,학부,2012-2013,/partner/expReport.asp?id=6420&page=17&bgbn=R,0.4789568781852722
165,228,Life changing experience in Berkeley 솔직한 후기,생활디자인학과,학부,2012-2013,/partner/expReport.asp?id=6414&page=17&bgbn=R,0.5212128162384033
166,227,교환학생의 꿈같은 UCB Life,언더우드국제학과,학부,2012-2013,/partner/expReport.asp?id=6382&page=17&bgbn=R,0.7684851288795471
167,226,Fantasy 뺀 솔직한 경험보고서,독어독문학과,학부,2012-2013,/partner/expReport.asp?id=6350&page=17&bgbn=R,0.5434898138046265
168,225,Go Bears!,영어영문학과,학부,2012-2013,/partner/expReport.asp?id=6326&page=17&bgbn=R,0.515648603439331
169,224,모든 것을 바꾼 그곳,영어영문학과,학부,2012,/partner/expReport.asp?id=6217&page=17&bgbn=R,0.8538448810577393
170,223,버클리에서의 1년,"언론홍보,문헌정보",학부,2011,/partner/expReport.asp?id=6170&page=18&bgbn=R,0.5977693796157837
171,222,UCB의 1년,동아시아국제학부,학부,2012,/partner/expReport.asp?id=6167&page=18&bgbn=R,0.5230967998504639
172,221,UC Berkeley,동아시아국제학부,학부,2012,/partner/expReport.asp?id=6154&page=18&bgbn=R,0.5230967998504639
173,220,UC Berkeley에서의 1년,동아시아국제학부,학부,2012,/partner/expReport.asp?id=6125&page=18&bgbn=R,0.7022072076797485
174,219,UC Berkeley Summer,문화인류학과,학부,2011,/partner/expReport.asp?id=6118&page=18&bgbn=R,0.515648603439331
175,218,버클리에서 보낸 1년,영어영문학과,학부,2012,/partner/expReport.asp?id=6068&page=18&bgbn=R,0.2638503313064575
176,217,버클리에서의 1년,신문방송학과,학부,2012,/partner/expReport.asp?id=6063&page=18&bgbn=R,0.5977693796157837
177,216,"1년, 버클리에서의 값진 시간",경영학과,학부,2012,/partner/expReport.asp?id=6053&page=18&bgbn=R,0.6957093477249146
178,215,UC Berkeley에서의 1년,영어영문학과,학부,2012,/partner/expReport.asp?id=6049&page=18&bgbn=R,0.7022072076797485
179,214,꿈 같았던 버클리에서의 1년,언더우드국제대학,학부,2012,/partner/expReport.asp?id=6048&page=18&bgbn=R,0.7710590362548828
180,213,날씨 좋은 곳,심리학과,학부,2012,/partner/expReport.asp?id=6020&page=19&bgbn=R,0.8323636054992676
181,212,잊을 수 없는 추억,경제학과,학부,2012,/partner/expReport.asp?id=6014&page=19&bgbn=R,0.9626787900924683
182,211,AWESOME BERKELEY,경영학과,학부,2011-2012,/partner/expReport.asp?id=5977&page=19&bgbn=R,0.5230967998504639
183,210,버클리에서의 1년,동아시아국제학부,학부,2011,/partner/expReport.asp?id=5970&page=19&bgbn=R,0.5977693796157837
184,209,더위를 잊고지낸 버클리에서의 여름,언더우드국제대학,학부,2012,/partner/expReport.asp?id=5931&page=19&bgbn=R,0.8808343410491943
185,208,버클리에서의 1년,정치외교학과,학부,2011,/partner/expReport.asp?id=5921&page=19&bgbn=R,0.5977693796157837
186,207,UC Berkeley,영어영문학과,학부,2011-2012,/partner/expReport.asp?id=5916&page=19&bgbn=R,0.5230967998504639
187,206,잊을 수 없는 버클리에서의 1년,교육학과/영문학과,학부,2011-2012,/partner/expReport.asp?id=5907&page=19&bgbn=R,0.8115731477737427
188,205,버클리대학교,사학과,학부,2011-12,/partner/expReport.asp?id=5905&page=19&bgbn=R,0.3471701443195343
189,204,UC버클리 여름 계절학기,시스템생물학과,학부,2012,/partner/expReport.asp?id=5902&page=19&bgbn=R,0.6022728085517883
190,203,버클리에서의 여름,교육학과,학부,2012,/partner/expReport.asp?id=5889&page=20&bgbn=R,0.6850226521492004
191,202,꿈만 같은 버클리에서의 1년,정치외교학과,학부,2011-2012,/partner/expReport.asp?id=5883&page=20&bgbn=R,0.6953639984130859
192,201,교환학생 파견보고서,경제학과,학부,2011-2012,/partner/expReport.asp?id=5864&page=20&bgbn=R,0.681797981262207
193,200,버클리에서의 잊지 못할 시간,경제학과,학부,2012,/partner/expReport.asp?id=5840&page=20&bgbn=R,0.7890082597732544
194,199,내 인생의 한장-UCB,경영학,학부,2012,/partner/expReport.asp?id=5839&page=20&bgbn=R,0.8786369562149048
195,198,"달빛한스푼 별빛두방울을 담는 이 여름의 추억, 버클리",화공생명공학과,학부,2012,/partner/expReport.asp?id=5838&page=20&bgbn=R,0.5730780959129333
196,197,UC Berkeley Summer Session,천문우주학과,학부,2012,/partner/expReport.asp?id=5837&page=20&bgbn=R,0.5123575925827026
197,196,버클리에서의 잊지못할 나의 2012년 여름학기,정보산업공학과,학부,2012,/partner/expReport.asp?id=5830&page=20&bgbn=R,0.8805785179138184
198,195,한 여름 밤의 추억 in UC berkeley,식품영양학과,학부,2012,/partner/expReport.asp?id=5797&page=20&bgbn=R,0.859421968460083
199,194,버클리에서의 여름학기,환경공학부,학부,2012,/partner/expReport.asp?id=5788&page=20&bgbn=R,0.7418273091316223
